run_id,predeclared_run_id,target_context_encoder_type,test_auprc,delta_auprc_vs_no_context_edge_gatv2,delta_mcc_vs_no_context_edge_gatv2,delta_auprc_vs_full_graph_c_gatv2,delta_auprc_vs_graph_a_gcn,delta_auprc_vs_graph_c_gcn,delta_auprc_vs_xgboost_f4,test_mcc,test_specificity,test_tn,test_fp
sprint9_multiseed_S7F_R3_seed7_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,family_aware_experimental_emphasis,0.9670282755087759,,,,,,,0.5705335912179782,0.40236686390532544,68,101
