run_id,predeclared_run_id,model_name,architecture,graph_schema,split,context_edge_interaction,interaction_edge_dim,candidate_edges,edge_embed_l2_mean,interaction_vector_l2_mean,classifier_candidate_edge_attr_abs_sum,film_gamma_mean,film_gamma_std,film_beta_mean,film_beta_std
sprint9_multiseed_S8A_R2_seed2024_S8A_R2_context_edge_film,S8A_R2_context_edge_film,gatv2_graph_c_sprint8a_context_edge_film,gatv2,graph_c_context_observation,test,film,64,9712,14.997492790222168,11.112489700317383,1855902.375,-0.0689103901386261,0.6597151160240173,0.10304664820432663,0.5795297622680664
