run_id,predeclared_run_id,graph_schema,architecture,target_context_encoder_type,family_gate,context_edge_interaction,test_auprc,test_auroc,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp
sprint9_multiseed_S8A_R2_seed2024_S8A_R2_context_edge_film,S8A_R2_context_edge_film,graph_c_context_observation,gatv2,family_aware_experimental_emphasis,False,film,0.9547560087755412,0.7070369040864299,0.525318089298861,0.20583419051803561,0.05325443786982249,0.9993476842791911,9,160,1,1532
