run_id,predeclared_run_id,graph_schema,architecture,target_context_encoder_type,test_auprc,test_auroc,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp
sprint9_multiseed_S7F_R3_seed42_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,graph_c_context_observation,gatv2,family_aware_experimental_emphasis,0.9744762401376872,0.9050629735561242,0.7352083216290617,0.4764965109918659,0.4556213017751479,0.9660795825179387,77,92,52,1481
