run_id,predeclared_run_id,split,graph_schema,target_context_encoder_type,target_observation_feature_dim,target_sequence_columns,experimental_epigenetic_columns,computed_nucleosome_aggregate_columns,computed_nucleosome_missingness_columns,target_observation_abs_sum,drop_context_similarity_edges,context_edges_available,context_edges_used,attention_edges,attention_edge_attr_dim,candidate_attention_attr_abs_sum,context_attention_attr_abs_sum,classifier_candidate_edge_attr_dim,classifier_candidate_edge_attr_abs_sum,encoder_summary_rows,encoder_summary_families
sprint7f_target_context_encoder_seed42_20260608_051125_S7F_R1_unified_deep_context_encoder,S7F_R1_unified_deep_context_encoder,train,graph_c_context_observation,unified_deep,212,115,6,78,13,691687.25,True,59450.0,0,16020.0,268.0,3089287.5,0.0,268.0,1544643.875,,
sprint7f_target_context_encoder_seed42_20260608_051125_S7F_R1_unified_deep_context_encoder,S7F_R1_unified_deep_context_encoder,val,graph_c_context_observation,unified_deep,212,115,6,78,13,839189.3125,True,75822.0,0,19488.0,268.0,3754709.0,0.0,268.0,1877354.5,,
sprint7f_target_context_encoder_seed42_20260608_051125_S7F_R1_unified_deep_context_encoder,S7F_R1_unified_deep_context_encoder,test,graph_c_context_observation,unified_deep,212,115,6,78,13,837671.3125,True,75382.0,0,19424.0,268.0,3711804.5,0.0,268.0,1855902.25,,
sprint7f_target_context_encoder_seed42_20260608_051125_S7F_R1_unified_deep_context_encoder,S7F_R1_unified_deep_context_encoder,test_encoder_summary,graph_c_context_observation,unified_deep,212,115,6,78,13,,True,,0,,,,,,,1.0,all_target_observation_features
