run_id,run_order,predeclared_run_id,role,controlled_variable,sprint,label_scheme,split_id,seed,training_regime,model_name,architecture,feature_set,graph_schema,visibility_policy,target_node_representation,loss,checkpoint_policy,checkpoint_selection_split,threshold_policy,threshold_selection_split,threshold,best_epoch,epochs_ran,best_val_auprc,edge_feature_sets,edge_feature_columns,edge_aware_attention,attention_heads,attention_concat,attention_dropout,self_loop_edge_fill,gatv2_share_weights,drop_context_similarity_edges,edge_blind_candidate_attention,mask_target_observation_features,target_observation_mask_families,target_context_encoder_type,parameter_count,baseline_reference,baseline_test_auprc,baseline_test_auroc,baseline_test_mcc,graph_artifact_manifest_schema,graph_artifact_split_id,weighted_bce_pos_weight,use_compile,use_amp,target_semantics,notes,val_rows,val_positive_rate,val_auprc,val_auroc,val_f1,val_macro_f1,val_mcc,val_specificity,val_sensitivity,val_tn,val_fp,val_fn,val_tp,val_precision_at_100,val_precision_at_500,val_precision_at_top_1pct,val_recall_at_fpr_1pct,val_recall_at_fpr_5pct,val_recall_at_fpr_10pct,test_rows,test_positive_rate,test_auprc,test_auroc,test_f1,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp,test_precision_at_100,test_precision_at_500,test_precision_at_top_1pct,test_recall_at_fpr_1pct,test_recall_at_fpr_5pct,test_recall_at_fpr_10pct
sprint7f_target_context_encoder_seed42_20260608_051125_S7F_R1_unified_deep_context_encoder,6,S7F_R1_unified_deep_context_encoder,graph_c_gatv2_unified_deep_target_context_encoder,target_context_encoder_type,sprint7f,scheme_a,sprint2_main_seed42,42,measured_only,gatv2_graph_c_sprint7f_unified_deep_context_encoder,gatv2,S5F2_energy,graph_c_context_observation,strict_inductive_primary,target_observation_context_encoder,weighted_bce,validation_auprc,validation,validation_max_f1,validation,0.05359756946563721,76,91,0.9765937422803782,s5f2_energy,268,True,4,True,0.2,0.0,False,True,False,False,,unified_deep,294657,xgboost_unweighted / F4,0.992522,0.938416,0.345198,graph_c_context_observation,sprint2_main_seed42,0.12674075365066528,True,True,observation_level_context_target,"graph_c_context_observation GATv2Conv path with dynamic attention; candidate edge features enter attention via edge_attr/edge_dim when edge_aware_attention=True; self-loop edge features are zero-filled; no test-driven selection; Sprint 7D ablation: context_similar_to edges dropped, target_context_encoder=unified_deep",1734,0.8713956170703575,0.9765937422803782,0.8732375138372415,0.9371285580231467,0.5977155705244884,0.3027013217594334,0.15695067264573992,0.9913964262078094,35,188,13,1498,1.0,0.988,1.0,0.1369953673064196,0.614824619457313,0.7088021178027796,1702,0.900705052878966,0.9692010771770274,0.8487650389652498,0.9613085876061654,0.7073209604697493,0.5004602380209762,0.30177514792899407,0.9967384213959556,51,118,5,1528,0.93,0.984,0.9444444444444444,0.01304631441617743,0.5492498369210698,0.6842791911285062
