run_id,predeclared_run_id,run_order,sprint,label_scheme,split_id,seed,training_regime,model_name,architecture,feature_set,graph_schema,visibility_policy,target_node_representation,loss,checkpoint_policy,checkpoint_selection_split,threshold_policy,threshold_selection_split,threshold,best_epoch,epochs_ran,best_val_auprc,edge_feature_sets,edge_feature_columns,edge_aware_attention,attention_heads,attention_concat,attention_dropout,self_loop_edge_fill,gatv2_share_weights,drop_context_similarity_edges,edge_blind_candidate_attention,mask_target_observation_features,target_observation_mask_families,target_context_encoder_type,family_gate,experimental_branch_bottleneck,experimental_branch_feature_dropout,context_edge_interaction,interaction_edge_dim,sequence_context_mode,sequence_embed_dim,parameter_count,active_parameter_count,baseline_reference,baseline_test_auprc,baseline_test_auroc,baseline_test_mcc,graph_artifact_manifest_schema,graph_artifact_split_id,weighted_bce_pos_weight,use_compile,use_amp,target_semantics,notes,val_rows,val_positive_rate,val_auprc,val_auroc,val_f1,val_macro_f1,val_mcc,val_specificity,val_sensitivity,val_tn,val_fp,val_fn,val_tp,val_precision_at_100,val_precision_at_500,val_precision_at_top_1pct,val_recall_at_fpr_1pct,val_recall_at_fpr_5pct,val_recall_at_fpr_10pct,test_rows,test_positive_rate,test_auprc,test_auroc,test_f1,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp,test_precision_at_100,test_precision_at_500,test_precision_at_top_1pct,test_recall_at_fpr_1pct,test_recall_at_fpr_5pct,test_recall_at_fpr_10pct,sequence_conv_channels,sequence_conv_kernel,sequence_lstm_hidden,sequence_dropout,role,from_scratch,external_pretrained_weights
sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,S8B_R1_sequence_only,2,sprint8b,scheme_a,sprint2_main_seed42,42,measured_only,gatv2_graph_c_sprint8b_sequence_only,gatv2,S5F2_energy,graph_c_context_observation,strict_inductive_primary,target_observation_context_encoder,weighted_bce,validation_auprc,validation,validation_max_f1,validation,0.49817076325416565,1,16,0.8101725575399702,,0,,,,,,,,,,,,,,,none,64,sequence_only,64,30593,30593,xgboost_unweighted / F4,0.992522,0.938416,0.345198,graph_c_context_observation,sprint2_main_seed42,0.12674075365066528,True,True,observation_level_context_target,"Sprint 8B sequence-only Graph C path: S1 guide/target one-hot pair reconstructed from Graph C node features, CRISPR-Net-adapted Conv+BiLSTM encoder, no context/message-passing/candidate-edge-feature signal, no external pretrained weights, no test-driven selection",1734,0.8713956170703575,0.8101725575399702,0.31115763919597095,0.9312788906009245,0.46563944530046225,0.0,0.0,1.0,0,223,0,1511,0.72,0.776,0.8888888888888888,0.011912640635340834,0.03176704169424222,0.04301786896095301,1702,0.900705052878966,0.856666085132772,0.3041643990010692,0.9458036543821616,0.4729018271910808,-0.019748539187977365,0.0,0.9960861056751468,0,169,6,1527,0.89,0.788,0.8888888888888888,0.006523157208088715,0.03913894324853229,0.08806262230919765,32,3,32,0.2,pure_s1_sequence_context_encoder,True,False
