model_name,graph_schema,feature_set,split,rows,positives,negatives,positive_rate,auprc,auprc_inverted,auroc,auroc_inverted
gcn_graph_c,graph_c_context_observation,CandidatePair+TargetObservationContext,test,1702,1533,169,0.900705052878966,0.9615860563018301,0.8109157019759998,0.7598860570409569,0.24011394295904306
gcn_graph_c,graph_c_context_observation,CandidatePair+TargetObservationContext,val,1734,1511,223,0.8713956170703575,0.9817040140195098,0.7351102721470212,0.8897323959127831,0.1102676040872169
