model_name,graph_schema,feature_set,split,genome,rows,positive_rate,auprc,auroc
gcn_graph_c,graph_c_context_observation,CandidatePair+TargetObservationContext,test,,1702,0.900705052878966,0.9615860563018301,0.7598860570409569
gcn_graph_c,graph_c_context_observation,CandidatePair+TargetObservationContext,val,,1734,0.8713956170703575,0.9817040140195098,0.8897323959127831
