run_id,predeclared_run_id,model_name,architecture,graph_schema,split,context_edge_interaction,interaction_edge_dim,candidate_edges,edge_embed_l2_mean,interaction_vector_l2_mean,classifier_candidate_edge_attr_abs_sum,film_gamma_mean,film_gamma_std,film_beta_mean,film_beta_std
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,graph_c_context_observation,test,film,64,9712,13.68661117553711,9.954089164733887,1855902.375,0.055926818400621414,0.59176105260849,-0.06902698427438736,0.6554343700408936
