run_id,predeclared_run_id,graph_schema,architecture,score_decile,rows,positives,positive_rate,mean_score,min_score,max_score
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,1,171,171,1.0,0.8298453190173322,0.7697264552116394,0.9022018909454346
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,2,170,169,0.9941176470588236,0.7464921285124386,0.7285314202308655,0.7685277462005615
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,3,170,168,0.9882352941176471,0.7145166376057793,0.700748085975647,0.7284708619117737
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,4,170,164,0.9647058823529412,0.6886679772068472,0.6767645478248596,0.7007421255111694
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,5,170,165,0.9705882352941176,0.6643486285910887,0.6512126326560974,0.6767382621765137
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,6,170,170,1.0,0.635601187804166,0.6172192096710205,0.65069979429245
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,7,170,170,1.0,0.5940542347290937,0.5687143206596375,0.6169952154159546
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,8,170,164,0.9647058823529412,0.5293119327110403,0.4630817770957947,0.5685627460479736
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,9,170,107,0.6294117647058823,0.40065720712437347,0.35037732124328613,0.4626961946487427
sprint9_multiseed_S8B_R2_seed42_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,10,171,85,0.49707602339181284,0.2886461350652907,0.1368507742881775,0.34977781772613525
