run_id,predeclared_run_id,score_decile,rows,positives,positive_rate,mean_score
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,1,171,171,1.0,0.6748519700173049
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,2,170,169,0.9941176470588236,0.6158218801021575
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,3,170,165,0.9705882352941176,0.5788221997373244
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,4,170,164,0.9647058823529412,0.5409519731998443
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,5,170,162,0.9529411764705882,0.5096266594003228
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,6,170,157,0.9235294117647059,0.4900793052771512
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,7,170,157,0.9235294117647059,0.4714272346566705
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,8,170,150,0.8823529411764706,0.4518599231453503
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,9,170,139,0.8176470588235294,0.4264493211227305
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,10,171,99,0.5789473684210527,0.36840117570252445
