run_id,predeclared_run_id,target_context_encoder_type,family_gate,context_edge_interaction,test_auprc,delta_auprc_vs_s7f_r3_base,delta_mcc_vs_s7f_r3_base,delta_mcc_vs_s7f_r2,delta_auprc_vs_graph_a_gcn,delta_auprc_vs_xgboost_f4,test_mcc,test_specificity,test_tn,test_fp
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,family_aware_experimental_emphasis,False,film,0.9750003075704917,,,,,,0.2500352546901398,0.17751479289940827,30,139
