run_id,predeclared_run_id,target_context_encoder_type,family_gate,context_edge_interaction,interaction_edge_dim,parameter_count,test_auprc
sprint9_multiseed_S8A_R2_seed13_S8A_R2_context_edge_film,S8A_R2_context_edge_film,family_aware_experimental_emphasis,False,film,64,381866,0.9750003075704917
