run_id,predeclared_run_id,model_name,architecture,graph_schema,split,context_edge_interaction,interaction_edge_dim,candidate_edges,edge_embed_l2_mean,interaction_vector_l2_mean,classifier_candidate_edge_attr_abs_sum,film_gamma_mean,film_gamma_std,film_beta_mean,film_beta_std
sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,graph_c_context_observation,test,film,64,9712,13.683011054992676,9.956028938293457,1855902.375,0.05528318136930466,0.5920937657356262,-0.06973247230052948,0.655484139919281
