run_id,predeclared_run_id,model_name,architecture,graph_schema,split,target_context_encoder_type,target_context_family,input_columns,branch_dim,activation_mean,activation_std,activation_l2_mean,family_gate_enabled,family_gate_weight_mean,target_context_encoder_parameter_count
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,graph_c_context_observation,test,family_aware_experimental_emphasis,target_sequence_one_hot,115,24,0.39620935916900635,0.5445944666862488,3.288400888442993,False,1.0,23528
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,graph_c_context_observation,test,family_aware_experimental_emphasis,experimental_epigenetic,6,48,0.41534873843193054,0.574451744556427,4.909476280212402,False,1.0,23528
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,graph_c_context_observation,test,family_aware_experimental_emphasis,computed_nucleosome_aggregates,78,40,0.40302392840385437,0.5865373015403748,4.495810031890869,False,1.0,23528
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,graph_c_context_observation,test,family_aware_experimental_emphasis,computed_nucleosome_missingness,13,16,0.41649842262268066,0.5471289753913879,2.746626138687134,False,1.0,23528
