model_name,feature_set,split,genome,rows,positives,negatives,positive_rate,auprc,auroc,mean_score_positive,mean_score_negative,mean_score
xgboost_balanced_train_weights,F1,test,hg19,1446,1431,15,0.9896265560165975,0.9801329992884193,0.1360587002096436,0.39221824150581946,0.5710768302281698,0.3940736210568812
xgboost_balanced_train_weights,F1,test,hg38,176,96,80,0.5454545454545454,0.5724249796510209,0.5243489583333334,0.6009213471164306,0.5954926557838917,0.5984537601470947
xgboost_balanced_train_weights,F1,test,mm10,80,6,74,0.075,0.15826098489099275,0.6576576576576577,0.46363065640131634,0.39389441021390864,0.3991246286779642
xgboost_balanced_train_weights,F1,val,hg19,1368,1353,15,0.9890350877192983,0.996322186575064,0.7837152007883714,0.44782052087237545,0.35417093833287555,0.4467936614147055
xgboost_balanced_train_weights,F1,val,hg38,333,155,178,0.46546546546546547,0.4782699101306692,0.5150598042769119,0.3179681276121447,0.32166928220331,0.3199465225587736
xgboost_balanced_train_weights,F1,val,mm10,22,1,21,0.045454545454545456,0.125,0.7380952380952381,0.30459585785865784,0.3153754075368245,0.3148854280059988
xgboost_balanced_train_weights,F1,val,rn5,11,2,9,0.18181818181818182,0.5,0.888888888888889,0.6634728610515594,0.5940573281712003,0.6066783341494474
xgboost_balanced_train_weights,F2,test,hg19,1446,1431,15,0.9896265560165975,0.9844060090495177,0.2085720941066853,0.4623377074485555,0.49385743339856464,0.4626646755600701
xgboost_balanced_train_weights,F2,test,hg38,176,96,80,0.5454545454545454,0.5615485068756096,0.5270833333333333,0.4905981197953224,0.4869483008980751,0.4889391112056645
xgboost_balanced_train_weights,F2,test,mm10,80,6,74,0.075,0.11840751632730644,0.6295045045045045,0.4618550439675649,0.4457207986631909,0.4469308670610189
xgboost_balanced_train_weights,F2,val,hg19,1368,1353,15,0.9890350877192983,0.9951152752574687,0.7401330376940133,0.4640113212228791,0.4370335857073466,0.46371551271941924
xgboost_balanced_train_weights,F2,val,hg38,333,155,178,0.46546546546546547,0.4860726724809408,0.5295396882928597,0.42982234031923355,0.42683206866966206,0.428223936854898
xgboost_balanced_train_weights,F2,val,mm10,22,1,21,0.045454545454545456,0.045454545454545456,0.35714285714285715,0.4153577387332916,0.4247721774237497,0.4243442483923652
xgboost_balanced_train_weights,F2,val,rn5,11,2,9,0.18181818181818182,0.18181818181818182,0.4444444444444444,0.44597604870796204,0.46194834841622245,0.45904429392381146
xgboost_balanced_train_weights,F3,test,hg19,1446,1431,15,0.9896265560165975,0.9911010074872635,0.5553226182157001,0.7191959677627252,0.6788221538066864,0.7187771522652558
xgboost_balanced_train_weights,F3,test,hg38,176,96,80,0.5454545454545454,0.6050276722379857,0.49895833333333334,0.25956601928919554,0.24271438121795655,0.2519061838022687
xgboost_balanced_train_weights,F3,test,mm10,80,6,74,0.075,0.16667001789952607,0.6666666666666666,0.19484237829844156,0.14800377406582638,0.15151666938327252
xgboost_balanced_train_weights,F3,val,hg19,1368,1353,15,0.9890350877192983,0.9965684940618347,0.759349593495935,0.7396120213286047,0.56348883608977,0.737680846051863
xgboost_balanced_train_weights,F3,val,hg38,333,155,178,0.46546546546546547,0.4868032582594083,0.535338890902501,0.08754844703981954,0.08806046033592037,0.08782213582872628
xgboost_balanced_train_weights,F3,val,mm10,22,1,21,0.045454545454545456,0.058823529411764705,0.23809523809523814,0.06717637926340103,0.0754613337062654,0.07508474486795338
xgboost_balanced_train_weights,F3,val,rn5,11,2,9,0.18181818181818182,0.6,0.5555555555555556,0.17737992107868195,0.17810828818215263,0.17797585779970343
xgboost_balanced_train_weights,F4,test,hg19,1446,1431,15,0.9896265560165975,0.9909221965505028,0.5031446540880504,0.7020660292443115,0.7108756740887959,0.7021574156016194
xgboost_balanced_train_weights,F4,test,hg38,176,96,80,0.5454545454545454,0.5994136335749924,0.5361979166666666,0.21962392803591987,0.1999154096469283,0.21066551058637825
xgboost_balanced_train_weights,F4,test,mm10,80,6,74,0.075,0.16756394356642393,0.6193693693693694,0.19962023198604584,0.149270595730962,0.15304681845009327
xgboost_balanced_train_weights,F4,val,hg19,1368,1353,15,0.9890350877192983,0.9963537770671435,0.7354028085735402,0.7037157045191337,0.5806582947572072,0.7023663908156038
xgboost_balanced_train_weights,F4,val,hg38,333,155,178,0.46546546546546547,0.4862725747612858,0.5269662921348315,0.10316198266321613,0.10425208144810762,0.10374467810979476
xgboost_balanced_train_weights,F4,val,mm10,22,1,21,0.045454545454545456,0.125,0.6666666666666667,0.09307770431041718,0.09332089658294405,0.09330984238873828
xgboost_balanced_train_weights,F4,val,rn5,11,2,9,0.18181818181818182,0.25,0.5,0.14899185299873352,0.14879188272688124,0.1488282409581271
