model_name,feature_set,split,score_decile,rows,positives,negatives,positive_rate,mean_score,min_score,max_score
tabular_mlp_unweighted,F1,test,1,170,170,0,1.0,0.9978088517425804,0.9909652154810679,0.9999946754742094
tabular_mlp_unweighted,F1,test,2,170,152,18,0.8941176470588236,0.9677279255993609,0.9475283503106136,0.9908554587109422
tabular_mlp_unweighted,F1,test,3,170,151,19,0.888235294117647,0.9283671710854264,0.9075094297493915,0.9475153661004091
tabular_mlp_unweighted,F1,test,4,170,150,20,0.8823529411764706,0.8868969720631071,0.8614662704166378,0.907477133799678
tabular_mlp_unweighted,F1,test,5,171,151,20,0.8830409356725146,0.8404181264350504,0.8136433873261462,0.8613219929257059
tabular_mlp_unweighted,F1,test,6,170,152,18,0.8941176470588236,0.7829961009166994,0.7510496894038226,0.81292306249467
tabular_mlp_unweighted,F1,test,7,170,150,20,0.8823529411764706,0.7170378818126754,0.6797889967845059,0.7510406300154694
tabular_mlp_unweighted,F1,test,8,170,157,13,0.9235294117647059,0.64337968025467,0.598742439119416,0.6796656369586492
tabular_mlp_unweighted,F1,test,9,170,148,22,0.8705882352941177,0.5486286298509843,0.4908381755026785,0.5986061971144302
tabular_mlp_unweighted,F1,test,10,171,152,19,0.8888888888888888,0.408810379685167,0.21946376696613773,0.4892356253429273
tabular_mlp_unweighted,F1,val,1,173,170,3,0.9826589595375722,0.9823780369586164,0.9586330035707382,0.9999999999999987
tabular_mlp_unweighted,F1,val,2,173,166,7,0.9595375722543352,0.9381974678046372,0.917931676340123,0.9584007527353018
tabular_mlp_unweighted,F1,val,3,174,167,7,0.9597701149425287,0.8985377878933746,0.8768005549139798,0.9169148641333049
tabular_mlp_unweighted,F1,val,4,173,167,6,0.9653179190751445,0.8579573738820855,0.8390991490513515,0.8766329129883094
tabular_mlp_unweighted,F1,val,5,174,165,9,0.9482758620689655,0.8175591327196952,0.7960051715078412,0.83909682092825
tabular_mlp_unweighted,F1,val,6,173,162,11,0.9364161849710982,0.774096843628065,0.7507468964982811,0.7960051715078412
tabular_mlp_unweighted,F1,val,7,173,152,21,0.8786127167630058,0.7250408094103761,0.6979559848844807,0.7501802373098854
tabular_mlp_unweighted,F1,val,8,174,136,38,0.7816091954022989,0.6644777022124776,0.628552570932253,0.6977370632106719
tabular_mlp_unweighted,F1,val,9,173,119,54,0.6878612716763006,0.5844338312590681,0.5317574192220133,0.6283626393417678
tabular_mlp_unweighted,F1,val,10,174,107,67,0.6149425287356322,0.4317181530944924,0.23793425594194498,0.5305294630630192
tabular_mlp_unweighted,F2,test,1,170,170,0,1.0,0.9978837995139566,0.9925164210546933,0.9999997880634747
tabular_mlp_unweighted,F2,test,2,170,152,18,0.8941176470588236,0.9690280190642162,0.9488134605607809,0.9917857241372808
