model_name,feature_set,split,score_decile,rows,positives,negatives,positive_rate,mean_score,min_score,max_score
xgboost_unweighted,F1,test,1,170,166,4,0.9764705882352941,0.9958789327565362,0.9748067855834961,0.9988425970077515
xgboost_unweighted,F1,test,2,170,107,63,0.6294117647058823,0.9388801613274742,0.9101739525794983,0.9742986559867859
xgboost_unweighted,F1,test,3,170,129,41,0.7588235294117647,0.880714921390309,0.84627366065979,0.9101487398147583
xgboost_unweighted,F1,test,4,170,155,15,0.9117647058823529,0.8067925681086148,0.7729948163032532,0.8458921313285828
xgboost_unweighted,F1,test,5,171,158,13,0.9239766081871345,0.739045984912337,0.7056240439414978,0.7716662883758545
xgboost_unweighted,F1,test,6,170,164,6,0.9647058823529412,0.6704007159261143,0.6284988522529602,0.7054975032806396
xgboost_unweighted,F1,test,7,170,165,5,0.9705882352941176,0.5943218357422773,0.549275279045105,0.6284988522529602
xgboost_unweighted,F1,test,8,170,167,3,0.9823529411764705,0.4967930464183583,0.4546048045158386,0.549275279045105
xgboost_unweighted,F1,test,9,170,158,12,0.9294117647058824,0.41918269746443804,0.3810272812843323,0.45417535305023193
xgboost_unweighted,F1,test,10,171,164,7,0.9590643274853801,0.3362176115052742,0.18979084491729736,0.38082757592201233
xgboost_unweighted,F1,val,1,173,169,4,0.976878612716763,0.9640592622619144,0.9364411234855652,0.9989311099052429
xgboost_unweighted,F1,val,2,173,170,3,0.9826589595375722,0.9224539871160695,0.9144052863121033,0.9364058375358582
xgboost_unweighted,F1,val,3,174,167,7,0.9597701149425287,0.9022931740886864,0.8898283839225769,0.9142987728118896
xgboost_unweighted,F1,val,4,173,161,12,0.930635838150289,0.8660797628364122,0.8285834789276123,0.8897812962532043
xgboost_unweighted,F1,val,5,174,170,4,0.9770114942528736,0.7818250930172274,0.7404891848564148,0.8285834789276123
xgboost_unweighted,F1,val,6,173,162,11,0.9364161849710982,0.7080961472726282,0.6779047846794128,0.7400469779968262
xgboost_unweighted,F1,val,7,173,163,10,0.9421965317919075,0.6400878456975684,0.6109215617179871,0.6778668761253357
xgboost_unweighted,F1,val,8,174,144,30,0.8275862068965517,0.574912031834153,0.5245206356048584,0.6106471419334412
xgboost_unweighted,F1,val,9,173,122,51,0.7052023121387283,0.4757076103907789,0.43262386322021484,0.5241902470588684
xgboost_unweighted,F1,val,10,174,83,91,0.47701149425287354,0.3772297340562974,0.2806561589241028,0.432428240776062
xgboost_unweighted,F2,test,1,170,157,13,0.9235294117647059,0.9137800111490137,0.8964704871177673,0.9161975979804993
xgboost_unweighted,F2,test,2,170,109,61,0.6411764705882353,0.8952738421804765,0.8866913318634033,0.8964704871177673
xgboost_unweighted,F2,test,3,170,170,0,1.0,0.8866913318634033,0.8866913318634033,0.8866913318634033
xgboost_unweighted,F2,test,4,170,154,16,0.9058823529411765,0.8866695176152622,0.8836717009544373,0.8866913318634033
xgboost_unweighted,F2,test,5,171,140,31,0.8187134502923976,0.8632987246178744,0.8465355038642883,0.882867693901062
xgboost_unweighted,F2,test,6,170,160,10,0.9411764705882353,0.8410834074020386,0.8352323770523071,0.8465355038642883
xgboost_unweighted,F2,test,7,170,153,17,0.9,0.8251289609600516,0.8144798278808594,0.8352323770523071
xgboost_unweighted,F2,test,8,170,158,12,0.9294117647058824,0.8006893971387078,0.7967026233673096,0.8144798278808594
xgboost_unweighted,F2,test,9,170,170,0,1.0,0.7967026233673096,0.7967026233673096,0.7967026233673096
xgboost_unweighted,F2,test,10,171,162,9,0.9473684210526315,0.7929877502876416,0.7858666777610779,0.7967026233673096
xgboost_unweighted,F2,val,1,173,172,1,0.9942196531791907,0.8979317170347092,0.8964704871177673,0.9161975979804993
