model_name,feature_set,split,genome,rows,positives,negatives,positive_rate,auprc,auroc,mean_score_positive,mean_score_negative,mean_score
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,hg19,1446,1431,15,0.9896265560165975,0.9796821541430505,0.1453994875378523,0.8240581035072532,0.9662971297899882,0.8255336120786508
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,hg38,176,96,80,0.5454545454545454,0.5751122988920767,0.5256510416666667,0.7812335146591067,0.7748054254800081,0.7783116559413347
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,mm10,80,6,74,0.075,0.09966077828981054,0.545045045045045,0.7931110461552938,0.7688760262083363,0.7706936527043581
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,hg19,1368,1353,15,0.9890350877192983,0.9947730607150903,0.6856861295885687,0.8300607450917661,0.7468549966812134,0.8291484013591942
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,hg38,333,155,178,0.46546546546546547,0.5210454548506608,0.5493294671982603,0.7443195254571976,0.7200993774981981,0.7313730199415762
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,mm10,22,1,21,0.045454545454545456,0.16666666666666666,0.7619047619047619,0.8083047270774841,0.6563188263348171,0.6632272763685747
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,rn5,11,2,9,0.18181818181818182,0.41666666666666663,0.7777777777777778,0.7956545352935791,0.7435433003637526,0.7530180703509938
