model_name,feature_set,split,rows,positives,negatives,positive_rate,auprc,auprc_inverted,auroc,auroc_inverted,mean_score_positive,mean_score_negative,median_score_positive,median_score_negative
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,1702,1533,169,0.900705052878966,0.9289956176393621,0.8830379701064017,0.5794493528950853,0.42055064710491474,0.8212552053510015,0.7892054255897477,0.8421509265899658,0.8033771514892578
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,1734,1511,223,0.8713956170703575,0.9464926336762556,0.7884234960939662,0.7363638252219152,0.26363617477808476,0.821205379452475,0.7168390098708628,0.8465676307678223,0.7292469143867493
