model_name,feature_set,split,threshold,rows,positive_rate,f1,mcc,tn,fp,fn,tp
logistic_regression,F1,test,0.5,1702,0.900705052878966,0.9230281913208742,-0.05397532790542561,2,167,76,1457
logistic_regression,F1,val,0.5,1734,0.8713956170703575,0.9213905418102099,0.05366048554479501,12,211,40,1471
logistic_regression,F2,test,0.5,1702,0.900705052878966,0.9415422885572139,-0.03527824868630413,0,169,19,1514
logistic_regression,F2,val,0.5,1734,0.8713956170703575,0.9330024813895782,0.17796227376048207,14,209,7,1504
logistic_regression,F3,test,0.5,1702,0.900705052878966,0.9454770755885997,-0.021337151636311967,0,169,7,1526
logistic_regression,F3,val,0.5,1734,0.8713956170703575,0.9336639801611903,0.19124166622949695,14,209,5,1506
logistic_regression,F4,test,0.5,1702,0.900705052878966,0.9421281891723708,-0.0015162124848958217,2,167,19,1514
logistic_regression,F4,val,0.5,1734,0.8713956170703575,0.9329591518553165,0.21313309731711336,23,200,15,1496
