run_id,predeclared_run_id,target_context_encoder_type,test_auprc,delta_auprc_vs_no_context_edge_gatv2,delta_mcc_vs_no_context_edge_gatv2,delta_auprc_vs_full_graph_c_gatv2,delta_auprc_vs_graph_a_gcn,delta_auprc_vs_graph_c_gcn,delta_auprc_vs_xgboost_f4,test_mcc,test_specificity,test_tn,test_fp
sprint9_multiseed_S7F_R2_seed42_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,family_aware,0.969181215807464,,,,,,,0.569397500547508,0.3668639053254438,62,107
