model_name,graph_schema,epoch,train_loss,val_loss,val_auprc,lr,selection_split
gcn_graph_c,graph_c_context_observation,38,0.05139003321528435,0.18465735018253326,0.9758843090969528,0.001,validation
gcn_graph_c,graph_c_context_observation,39,0.05601092055439949,0.1739445924758911,0.9773304980894708,0.001,validation
gcn_graph_c,graph_c_context_observation,40,0.05286990478634834,0.13861969113349915,0.979994998353179,0.001,validation
gcn_graph_c,graph_c_context_observation,41,0.05148277059197426,0.11168255656957626,0.9816233077756944,0.001,validation
gcn_graph_c,graph_c_context_observation,42,0.052584677934646606,0.11195672303438187,0.9817040140195098,0.001,validation
gcn_graph_c,graph_c_context_observation,43,0.05780480057001114,0.17877471446990967,0.9754170300080264,0.001,validation
gcn_graph_c,graph_c_context_observation,44,0.05378875508904457,0.22007015347480774,0.9700141868322085,0.001,validation
gcn_graph_c,graph_c_context_observation,45,0.058563634753227234,0.2085331678390503,0.9692378207244159,0.001,validation
gcn_graph_c,graph_c_context_observation,46,0.055226851254701614,0.16311806440353394,0.971792690774095,0.001,validation
gcn_graph_c,graph_c_context_observation,47,0.052212346345186234,0.11951156705617905,0.9757513492249252,0.0005,validation
gcn_graph_c,graph_c_context_observation,48,0.053557634353637695,0.11419441550970078,0.976912348661053,0.0005,validation
gcn_graph_c,graph_c_context_observation,49,0.053172506392002106,0.11551385372877121,0.9774065455013685,0.0005,validation
gcn_graph_c,graph_c_context_observation,50,0.05108093470335007,0.12017522007226944,0.9778275367460093,0.0005,validation
gcn_graph_c,graph_c_context_observation,51,0.051540110260248184,0.13625583052635193,0.9775558595795064,0.0005,validation
gcn_graph_c,graph_c_context_observation,52,0.05017443746328354,0.15447086095809937,0.9770362449157801,0.0005,validation
gcn_graph_c,graph_c_context_observation,53,0.0502583310008049,0.16567815840244293,0.9771089363012138,0.00025,validation
gcn_graph_c,graph_c_context_observation,54,0.05115280672907829,0.1641370952129364,0.9776569484873615,0.00025,validation
gcn_graph_c,graph_c_context_observation,55,0.050745926797389984,0.15615782141685486,0.9784880875164329,0.00025,validation
gcn_graph_c,graph_c_context_observation,56,0.051493991166353226,0.14311863481998444,0.9793976425045932,0.00025,validation
gcn_graph_c,graph_c_context_observation,57,0.04906819015741348,0.12968789041042328,0.9802973328239295,0.00025,validation
