run_id,predeclared_run_id,graph_schema,architecture,score_decile,rows,positives,positive_rate,mean_score,min_score,max_score
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,1,171,164,0.9590643274853801,0.9675136340989007,0.9340202808380127,0.9978082776069641
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,2,170,170,1.0,0.8916110687396106,0.8388276100158691,0.9340074062347412
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,3,170,169,0.9941176470588236,0.7688429246930515,0.6828746795654297,0.8379018306732178
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,4,170,170,1.0,0.6070735096931458,0.5386341214179993,0.6818081736564636
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,5,170,169,0.9941176470588236,0.4513468896641451,0.37824055552482605,0.5379464030265808
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,6,170,168,0.9882352941176471,0.3168205550488304,0.27302002906799316,0.37372729182243347
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,7,170,166,0.9764705882352941,0.25506351204479444,0.24080534279346466,0.2724222242832184
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,8,170,168,0.9882352941176471,0.22586043266689076,0.20411470532417297,0.24068506062030792
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,9,170,138,0.8117647058823529,0.16059507675030651,0.11804872006177902,0.20356912910938263
sprint9_multiseed_S7F_R2_seed7_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,10,171,51,0.2982456140350877,0.0771291428490689,0.01913047581911087,0.11797966063022614
