model_name,graph_schema,feature_set,split,genome,rows,positive_rate,auprc,auroc
gcn_graph_b,graph_b_guide_similarity_control,S1_pair+F1,test,hg19,1446,0.9896265560165975,0.9951341779826937,0.6899138131842534
gcn_graph_b,graph_b_guide_similarity_control,S1_pair+F1,test,hg38,176,0.5454545454545454,0.5951628553714902,0.5462239583333333
gcn_graph_b,graph_b_guide_similarity_control,S1_pair+F1,test,mm10,80,0.075,0.1001934753533219,0.5157657657657658
gcn_graph_b,graph_b_guide_similarity_control,S1_pair+F1,val,hg19,1368,0.9890350877192983,0.9862610521583135,0.4831731953683174
gcn_graph_b,graph_b_guide_similarity_control,S1_pair+F1,val,hg38,333,0.46546546546546547,0.4550236557503725,0.493947082276187
gcn_graph_b,graph_b_guide_similarity_control,S1_pair+F1,val,mm10,22,0.045454545454545456,0.5,0.9523809523809523
gcn_graph_b,graph_b_guide_similarity_control,S1_pair+F1,val,rn5,11,0.18181818181818182,0.5,0.8333333333333334
