run_id,predeclared_run_id,role,model_name,graph_schema,epoch,train_loss,val_loss,val_auprc,lr,selection_split
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,1,0.15954050421714783,0.16951490938663483,0.8871425919731777,0.001,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,2,0.13410508632659912,0.16999274492263794,0.8805568232810785,0.001,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,3,0.10497439652681351,0.18623162806034088,0.8626348962081098,0.001,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,4,0.09386671334505081,0.20407292246818542,0.8481913471362263,0.001,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,5,0.08528993278741837,0.22613471746444702,0.836175676561755,0.001,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,6,0.08004037290811539,0.24839946627616882,0.8319955873535299,0.001,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,7,0.07591462880373001,0.2551478147506714,0.8306883272242737,0.0005,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,8,0.07357800006866455,0.24887196719646454,0.8322578481863794,0.0005,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,9,0.07012173533439636,0.237598717212677,0.8352813731509858,0.0005,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,10,0.06637052446603775,0.22421333193778992,0.8398692715604761,0.0005,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,11,0.06435160338878632,0.21139922738075256,0.8470150594885164,0.0005,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,12,0.06350762397050858,0.202699676156044,0.8557536173900409,0.0005,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,13,0.06517121195793152,0.1988181471824646,0.867227148203408,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,14,0.06200144439935684,0.1984265148639679,0.8743947002927674,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,15,0.06141795590519905,0.19957809150218964,0.8822895982262191,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,16,0.06037118285894394,0.20203319191932678,0.8901336060885232,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,17,0.059246424585580826,0.20357970893383026,0.8997837151206992,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,18,0.05907897651195526,0.20397476851940155,0.9096957586998806,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,19,0.05968489870429039,0.20448201894760132,0.9197670280463998,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,20,0.05946455895900726,0.20382392406463623,0.9284810036068697,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,21,0.05893805995583534,0.20165592432022095,0.9352447543782568,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,22,0.05867709219455719,0.19732876121997833,0.9420652821061462,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,23,0.0579916350543499,0.19224466383457184,0.9486404545365341,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,24,0.05558110401034355,0.18843403458595276,0.9532464614544778,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,25,0.05680835247039795,0.18569248914718628,0.957092750038455,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,26,0.056106116622686386,0.18415407836437225,0.9602132883781236,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,27,0.05548989400267601,0.18205831944942474,0.9627640097257679,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,28,0.05565781518816948,0.18030400574207306,0.9649033586074887,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,29,0.05567635968327522,0.17740695178508759,0.9670648362424468,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,30,0.05486956983804703,0.17632852494716644,0.9685190016643007,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,31,0.05365497246384621,0.17576557397842407,0.969591803353357,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,32,0.05444284528493881,0.1770315319299698,0.9703761832066113,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,33,0.05349022150039673,0.18012170493602753,0.9709766789941985,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,34,0.05278141051530838,0.1826661229133606,0.9716864330721823,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,35,0.05411839485168457,0.18617449700832367,0.9718885163832409,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,36,0.05320555344223976,0.19136923551559448,0.9713344174914748,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,37,0.053127165883779526,0.1940295249223709,0.9713037319226177,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,38,0.05207042768597603,0.19482772052288055,0.9716719768913009,0.00025,validation
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_gatv2_without_context_similarity_topology,gatv2_graph_c_sprint7d_no_context_edges,graph_c_context_observation,39,0.05151955038309097,0.19412945210933685,0.9720652738508472,0.00025,validation
