run_id,predeclared_run_id,graph_schema,architecture,drop_context_similarity_edges,edge_blind_candidate_attention,mask_target_observation_features,test_auprc,test_auroc,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_REF_XGB_F4,S7D_REF_XGB_F4,tabular_reference,xgboost,,,,0.992522,0.938416,,0.345198,,,38,131,21,1512
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_REF_GRAPH_A_GCN,S7D_REF_GRAPH_A_GCN,graph_a_minimal_physical_target,gcn,,,,0.9769354874465136,0.81997244062576,0.698938679245283,0.4837190779130979,0.2899408284023668,0.9960861056751468,49,120,6,1527
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_REF_GRAPH_A_GATV2,S7D_REF_GRAPH_A_GATV2,graph_a_minimal_physical_target,gatv2,,,,0.9654486492958972,0.8182818235505274,0.6271279826521121,0.2913671082583173,0.2189349112426035,0.9771689497716894,37,132,35,1498
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_REF_GRAPH_C_GCN,S7D_REF_GRAPH_C_GCN,graph_c_context_observation,gcn,,,,0.9724807715237014,0.8362185759446032,0.5524418815729426,0.2742871878127822,0.0828402366863905,1.0,14,155,0,1533
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_REF_FULL_GRAPH_C_GATV2,S7D_REF_FULL_GRAPH_C_GATV2,graph_c_context_observation,gatv2,,,,0.9690784629692156,0.8497049139831014,0.7395258352355261,0.5317742313743393,0.3727810650887574,0.9921722113502937,63,106,12,1521
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R1_no_context_edges,S7D_R1_no_context_edges,graph_c_context_observation,gatv2,True,False,False,0.9655979345886094,0.85013721789275,0.7339095942270546,0.5179699067185507,0.3668639053254438,0.9908675799086758,62,107,14,1519
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R2_edge_blind_attention,S7D_R2_edge_blind_attention,graph_c_context_observation,gatv2,False,True,False,0.9456907826712285,0.6862978959923112,0.5912448513459604,0.18291530939342954,0.2485207100591716,0.9269406392694064,42,127,112,1421
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R3_mask_target_context_features,S7D_R3_mask_target_context_features,graph_c_context_observation,gatv2,False,False,True,0.8936568037846191,0.40781698105196523,0.47339108910891087,-0.013951991814911363,0.0,0.9980430528375733,0,169,3,1530
