run_id,predeclared_run_id,graph_schema,architecture,target_context_encoder_type,family_gate,context_edge_interaction,test_auprc,test_auroc,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp
sprint9_multiseed_S8A_R2_seed42_S8A_R2_context_edge_film,S8A_R2_context_edge_film,graph_c_context_observation,gatv2,family_aware_experimental_emphasis,False,film,0.9833421408909234,0.9306654006337884,0.7728128437748841,0.5631419290505868,0.47928994082840237,0.9817351598173516,81,88,28,1505
