run_id,predeclared_run_id,target_context_encoder_type,family_gate,context_edge_interaction,test_auprc,delta_auprc_vs_s7f_r3_base,delta_mcc_vs_s7f_r3_base,delta_mcc_vs_s7f_r2,delta_auprc_vs_graph_a_gcn,delta_auprc_vs_xgboost_f4,test_mcc,test_specificity,test_tn,test_fp
sprint9_multiseed_S8A_R2_seed42_S8A_R2_context_edge_film,S8A_R2_context_edge_film,family_aware_experimental_emphasis,False,film,0.9833421408909234,,,,,,0.5631419290505868,0.47928994082840237,81,88
