run_id,predeclared_run_id,split,graph_schema,drop_context_similarity_edges,edge_blind_candidate_attention,mask_target_observation_features,candidate_edges,context_edges_available,context_edges_used,attention_edges,attention_edge_attr_dim,candidate_attention_attr_abs_sum,context_attention_attr_abs_sum,classifier_candidate_edge_attr_dim,classifier_candidate_edge_attr_abs_sum,target_observation_feature_dim,target_feature_abs_sum_before_mask,target_feature_abs_sum_after_mask
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R3_mask_target_context_features,S7D_R3_mask_target_context_features,train,graph_c_context_observation,False,False,True,8010,59450,59450,134920,268,3089287.5,0.0,268,1544643.875,212,691687.25,0.0
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R3_mask_target_context_features,S7D_R3_mask_target_context_features,val,graph_c_context_observation,False,False,True,9744,75822,75822,171132,268,3754709.0,0.0,268,1877354.5,212,839189.3125,0.0
sprint7d_graphc_gatv2_mechanism_seed42_20260607_203646_S7D_R3_mask_target_context_features,S7D_R3_mask_target_context_features,test,graph_c_context_observation,False,False,True,9712,75382,75382,170188,268,3711804.5,0.0,268,1855902.25,212,837671.3125,0.0
