run_id,predeclared_run_id,graph_schema,architecture,score_decile,rows,positives,positive_rate,mean_score,min_score,max_score
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,1,171,170,0.9941520467836257,0.9998069625151785,0.9993106126785278,0.9999994039535522
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,2,170,164,0.9647058823529412,0.9966909138595357,0.9922056794166565,0.9993081092834473
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,3,170,170,1.0,0.9744653463363647,0.9483718872070312,0.9921343326568604
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,4,170,170,1.0,0.9244674388100119,0.9028338193893433,0.947096586227417
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,5,170,168,0.9882352941176471,0.8736660455956179,0.8404154777526855,0.9024078845977783
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,6,170,168,0.9882352941176471,0.7879641946624307,0.6951301097869873,0.8399977087974548
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,7,170,165,0.9705882352941176,0.4305626771029304,0.32166793942451477,0.6947216391563416
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,8,170,164,0.9647058823529412,0.2841894748456338,0.2492564469575882,0.3200990855693817
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,9,170,115,0.6764705882352942,0.19098203243578182,0.14512045681476593,0.24878492951393127
sprint9_multiseed_S8B_R2_seed123_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,10,171,79,0.4619883040935672,0.08616124814626766,0.02392895705997944,0.14507423341274261
