run_id,loss,loss_params,sampling,role,test_auprc,test_mcc,test_specificity,grna_target_id,rows,positives,negatives,positive_rate,auprc,auroc,mcc,macro_f1,positive_retrieval_rate,negative_retrieval_tnr,tn,fp,fn,tp
sprint6_loss_comparison_seed42_20260606_182812_S6R1_bce_unw,bce_unweighted,"{""pos_weight"": 1.0}",null,control_isolates_weighting_effect,0.9492800823871363,0.23455743139102803,0.08284023668639054,8420,408,408,0,1.0,1.0,,0.0,0.49938650306748467,0.9975490196078431,,0,0,1,407
sprint6_loss_comparison_seed42_20260606_182812_S6R1_bce_unw,bce_unweighted,"{""pos_weight"": 1.0}",null,control_isolates_weighting_effect,0.9492800823871363,0.23455743139102803,0.08284023668639054,9251,176,96,80,0.5454545454545454,0.6639519734998027,0.5654947916666667,0.0,0.35294117647058826,1.0,0.0,0,80,0,96
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1018,4,4,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,4
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1026,2,2,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,2
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1028,15,1,14,0.06666666666666667,0.1,0.3571428571428571,-0.18898223650461363,0.375,0.0,0.6428571428571429,9,5,1,0
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1044,13,1,12,0.07692307692307693,0.08333333333333333,0.08333333333333337,0.0,0.07142857142857142,1.0,0.0,0,12,0,1
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,10597,2,2,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,2
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,10599,33,33,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,33
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1060,15,2,13,0.13333333333333333,0.1625,0.4230769230769231,0.0,0.11764705882352941,1.0,0.0,0,13,0,2
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1088,13,1,12,0.07692307692307693,1.0,1.0,0.0,0.07142857142857142,1.0,0.0,0,12,0,1
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,10957,4,4,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,4
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,10990,20,20,0,1.0,1.0000000000000002,,0.0,1.0,1.0,,0,0,0,20
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,11012,8,8,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,8
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,11173,145,145,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,145
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1120,15,1,14,0.06666666666666667,0.09090909090909091,0.2857142857142857,0.0,0.0625,1.0,0.0,0,14,0,1
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,11299,11,11,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,11
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,11487,13,13,0,1.0,0.9999999999999998,,0.0,1.0,1.0,,0,0,0,13
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,11506,13,5,8,0.38461538461538464,0.6088888888888888,0.6499999999999999,0.0,0.2777777777777778,1.0,0.0,0,8,0,5
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1408,9,0,9,0.0,,,0.0,0.0,,0.0,0,9,0,0
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,1505,48,48,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,48
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,228,12,5,7,0.4166666666666667,0.885,0.8857142857142857,0.0,0.29411764705882354,1.0,0.0,0,7,0,5
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,278,14,14,0,1.0,0.9999999999999998,,0.0,1.0,1.0,,0,0,0,14
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,3265,35,35,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,35
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,3300,120,120,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,120
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,3420,320,320,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,320
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,635,3,3,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,3
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,7696,126,126,0,1.0,0.9999999999999999,,0.0,1.0,1.0,,0,0,0,126
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,804,4,4,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,4
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,8319,101,101,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,101
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,8420,408,408,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,408
sprint6_loss_comparison_seed42_20260606_182812_S6R2_focal_g2_a25,focal,"{""alpha"": 0.25, ""gamma"": 2.0}",null,focal_validated_default_lin2017_guan2024,0.9634968713439838,0.20583419051803561,0.05325443786982249,9251,176,96,80,0.5454545454545454,0.6653351845622167,0.5750000000000001,0.0,0.35294117647058826,1.0,0.0,0,80,0,96
sprint6_loss_comparison_seed42_20260606_182812_S6R3_focal_g1_a25,focal,"{""alpha"": 0.25, ""gamma"": 1.0}",null,focal_milder_focusing_gamma_sensitivity,0.9623724910400026,0.16285134583623057,0.03550295857988166,1018,4,4,0,1.0,1.0,,0.0,1.0,1.0,,0,0,0,4
