run_id,split,score_decile,rows,positives,negatives,positive_rate,mean_score,min_score,max_score
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,test,9,170,155,15,0.9117647058823529,1.0066343650926094e-07,8.945258400672174e-08,1.1011966449814281e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,test,10,171,162,9,0.9473684210526315,6.562614910498494e-08,5.250275769697055e-09,8.933936612720572e-08
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,1,173,168,5,0.9710982658959537,3.5324350191241807e-07,2.5192846919708245e-07,1.946133806995931e-06
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,2,173,169,4,0.976878612716763,2.2923804314519932e-07,2.1346460243876209e-07,2.51890270419608e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,3,174,169,5,0.9712643678160919,2.0051318374263592e-07,1.9042673216063122e-07,2.1341840295008296e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,4,173,166,7,0.9595375722543352,1.793615044336043e-07,1.6972444427665323e-07,1.9032907516702835e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,5,174,161,13,0.9252873563218391,1.6161186236517118e-07,1.5302416045415157e-07,1.6966329496881372e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,6,173,146,27,0.8439306358381503,1.4396893474679934e-07,1.3543129284698807e-07,1.528909905346154e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,7,173,132,41,0.7630057803468208,1.262077484370505e-07,1.155441680111835e-07,1.353951404325926e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,8,174,110,64,0.632183908045977,1.0156738959455558e-07,8.576440535534857e-08,1.153605282411263e-07
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,9,173,122,51,0.7052023121387283,5.7060402388934546e-08,2.4697087042113708e-08,8.532516204695639e-08
sprint6_loss_comparison_seed42_20260606_182812_S6R5_dice,val,10,174,168,6,0.9655172413793104,1.416521016320697e-08,3.2319924514467857e-09,2.445385760552199e-08
