registry_id,metric,guide,negatives_in_guide,point_estimate,leave_one_guide_value,delta
S7F_R2,macro_f1,11299,0,0.8017158070442817,0.8015716374269006,-0.0001441696173810625
S7F_R2,macro_f1,11487,0,0.8017158070442817,0.801545200286619,-0.00017060675766267241
S7F_R2,macro_f1,11506,8,0.8017158070442817,0.8106159559986466,0.008900148954364862
S7F_R3,auprc,228,7,0.9849450506906443,0.9850600817243582,0.00011503103371390822
S7F_R3,auprc,278,0,0.9849450506906443,0.9848158199211645,-0.0001292307694797934
S7F_R3,auprc,635,0,0.9849450506906443,0.9849165557119104,-2.8494978733917264e-05
S7F_R3,auprc,804,0,0.9849450506906443,0.9848848737044751,-6.017698616922473e-05
S7F_R3,auprc,1018,0,0.9849450506906443,0.9849070292894145,-3.8021401229770824e-05
S7F_R3,auprc,1026,0,0.9849450506906443,0.9849260680728068,-1.89826178375041e-05
S7F_R3,auprc,1028,14,0.9849450506906443,0.984996912207202,5.1861516557671905e-05
S7F_R3,auprc,1044,12,0.9849450506906443,0.9849929984827664,4.794779212213829e-05
S7F_R3,auprc,1060,13,0.9849450506906443,0.9850426322967569,9.758160611261779e-05
S7F_R3,auprc,1088,12,0.9849450506906443,0.9850396595160207,9.460882537637438e-05
S7F_R3,auprc,1120,14,0.9849450506906443,0.9850100862077171,6.503551707282007e-05
S7F_R3,auprc,1408,9,0.9849450506906443,0.9849645638311016,1.9513140457338984e-05
S7F_R3,auprc,1505,0,0.9849450506906443,0.9859152611588168,0.0009702104681724721
S7F_R3,auprc,3265,0,0.9849450506906443,0.9846068122999605,-0.00033823839068380934
S7F_R3,auprc,3300,0,0.9849450506906443,0.9837425356491476,-0.00120251504149671
S7F_R3,auprc,3420,0,0.9849450506906443,0.981589416262886,-0.003355634427758325
S7F_R3,auprc,7696,0,0.9849450506906443,0.983612124033507,-0.0013329266571373566
S7F_R3,auprc,8319,0,0.9849450506906443,0.9839307968532367,-0.0010142538374076082
S7F_R3,auprc,8420,0,0.9849450506906443,0.9792953820403775,-0.005649668650266837
S7F_R3,auprc,9251,80,0.9849450506906443,0.987930405236662,0.002985354546017671
S7F_R3,auprc,10597,0,0.9849450506906443,0.9849497712953837,4.720604739438805e-06
S7F_R3,auprc,10599,0,0.9849450506906443,0.9846259990378881,-0.0003190516527562526
S7F_R3,auprc,10957,0,0.9849450506906443,0.9849077424605814,-3.730823006287132e-05
S7F_R3,auprc,10990,0,0.9849450506906443,0.9850853392364292,0.00014028854578485017
S7F_R3,auprc,11012,0,0.9849450506906443,0.9846303483106493,-0.00031470237999497996
S7F_R3,auprc,11173,0,0.9849450506906443,0.9747812890188019,-0.010163761671842408
