registry_id,predeclared_run_id,run_id,sprint,split,threshold,threshold_selection_split,metric,source_value,replay_value,abs_diff,atol,within_tol
S8A_R0,S8A_R0_base_reference,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R0_base_reference,sprint8a,test,0.0473792776465415,validation,sensitivity,0.9986953685583824,0.9986953685583823,1.1102230246251565e-16,1e-09,True
S8A_R0,S8A_R0_base_reference,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R0_base_reference,sprint8a,test,0.0473792776465415,validation,tn,27.0,27.0,0.0,0.0,True
S8A_R0,S8A_R0_base_reference,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R0_base_reference,sprint8a,test,0.0473792776465415,validation,fp,142.0,142.0,0.0,0.0,True
S8A_R0,S8A_R0_base_reference,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R0_base_reference,sprint8a,test,0.0473792776465415,validation,fn,2.0,2.0,0.0,0.0,True
S8A_R0,S8A_R0_base_reference,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R0_base_reference,sprint8a,test,0.0473792776465415,validation,tp,1531.0,1531.0,0.0,0.0,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,auprc,0.9769552747288806,0.9769552747288806,0.0,1e-09,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,auroc,0.8677574620672619,0.8677574620672619,0.0,1e-09,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,mcc,0.3841651034729366,0.3841651034729366,0.0,1e-09,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,specificity,0.3195266272189349,0.31952662721893493,5.551115123125783e-17,1e-09,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,macro_f1,0.6806495231108739,0.6806495231108739,0.0,1e-09,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,f1,0.950652658389048,0.9506526583890481,1.1102230246251565e-16,1e-09,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,sensitivity,0.9739073711676453,0.9739073711676451,1.1102230246251565e-16,1e-09,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,tn,54.0,54.0,0.0,0.0,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,fp,115.0,115.0,0.0,0.0,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,fn,40.0,40.0,0.0,0.0,True
S8A_R1,S8A_R1_family_gated_v2,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R1_family_gated_v2,sprint8a,test,0.1677026748657226,validation,tp,1493.0,1493.0,0.0,0.0,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,auprc,0.9827569522755896,0.9827569522755897,1.1102230246251565e-16,1e-09,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,auroc,0.9105748484041424,0.9105748484041424,0.0,1e-09,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,mcc,0.5636559421565394,0.5636559421565394,0.0,1e-09,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,specificity,0.5207100591715976,0.5207100591715976,0.0,1e-09,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,macro_f1,0.777992277992278,0.777992277992278,0.0,1e-09,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,f1,0.9613899613899614,0.9613899613899614,0.0,1e-09,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,sensitivity,0.974559686888454,0.974559686888454,0.0,1e-09,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,tn,88.0,88.0,0.0,0.0,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,fp,81.0,81.0,0.0,0.0,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,fn,39.0,39.0,0.0,0.0,True
S8A_R2,S8A_R2_context_edge_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,sprint8a,test,0.1378066837787628,validation,tp,1494.0,1494.0,0.0,0.0,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,auprc,0.979898982477782,0.979898982477782,0.0,1e-09,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,auroc,0.8850766374475544,0.8850766374475544,0.0,1e-09,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,mcc,0.3034313840649882,0.30343138406498826,5.551115123125783e-17,1e-09,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,specificity,0.2189349112426035,0.21893491124260356,5.551115123125783e-17,1e-09,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,macro_f1,0.6303840102107839,0.6303840102107839,0.0,1e-09,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,f1,0.9485317335017368,0.9485317335017367,1.1102230246251565e-16,1e-09,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,sensitivity,0.9797782126549248,0.9797782126549249,1.1102230246251565e-16,1e-09,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,tn,37.0,37.0,0.0,0.0,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,fp,132.0,132.0,0.0,0.0,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,fn,31.0,31.0,0.0,0.0,True
S8A_R3,S8A_R3_gated_plus_film,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,sprint8a,test,0.0528999604284763,validation,tp,1502.0,1502.0,0.0,0.0,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,auprc,0.975686798825135,0.975686798825135,0.0,1e-09,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,auroc,0.8256734484342492,0.8256734484342492,0.0,1e-09,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,mcc,0.3892107897231617,0.38921078972316175,5.551115123125783e-17,1e-09,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,specificity,0.4437869822485207,0.4437869822485207,0.0,1e-09,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,macro_f1,0.6945834714934951,0.6945834714934951,0.0,1e-09,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,f1,0.9400651465798046,0.9400651465798046,0.0,1e-09,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,sensitivity,0.9412915851272016,0.9412915851272016,0.0,1e-09,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,tn,75.0,75.0,0.0,0.0,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,fp,94.0,94.0,0.0,0.0,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,fn,90.0,90.0,0.0,0.0,True
S8A_R4,S8A_R4_regularized_exp_branch,sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,sprint8a,test,0.162911906838417,validation,tp,1443.0,1443.0,0.0,0.0,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,auprc,0.856666085132772,0.856666085132772,0.0,1e-09,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,auroc,0.3041643990010692,0.3041643990010692,0.0,1e-09,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,mcc,-0.0197485391879773,-0.019748539187977365,6.591949208711867e-17,1e-09,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,specificity,0.0,0.0,0.0,1e-09,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,macro_f1,0.4729018271910808,0.4729018271910808,0.0,1e-09,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,f1,0.9458036543821616,0.9458036543821616,0.0,1e-09,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,sensitivity,0.9960861056751468,0.9960861056751468,0.0,1e-09,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,tn,0.0,0.0,0.0,0.0,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,fp,169.0,169.0,0.0,0.0,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,fn,6.0,6.0,0.0,0.0,True
S8B_R1,S8B_R1_sequence_only,sprint8b_sequence_context_seed42_20260612_220002_S8B_R1_sequence_only,sprint8b,test,0.4981707632541656,validation,tp,1527.0,1527.0,0.0,0.0,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,auprc,0.986019795112756,0.9860197951127561,1.1102230246251565e-16,1e-09,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,auroc,0.903480432458304,0.9034804324583039,1.1102230246251565e-16,1e-09,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,mcc,0.5673088150643012,0.5673088150643012,0.0,1e-09,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,specificity,0.863905325443787,0.863905325443787,0.0,1e-09,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,macro_f1,0.7600577795833898,0.7600577795833898,0.0,1e-09,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,f1,0.9302165692677896,0.9302165692677896,0.0,1e-09,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,sensitivity,0.8825831702544031,0.8825831702544031,0.0,1e-09,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,tn,146.0,146.0,0.0,0.0,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,fp,23.0,23.0,0.0,0.0,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,fn,180.0,180.0,0.0,0.0,True
S8B_R2,S8B_R2_sequence_plus_context,sprint8b_sequence_context_seed42_20260612_220002_S8B_R2_sequence_plus_context,sprint8b,test,0.4467241764068603,validation,tp,1353.0,1353.0,0.0,0.0,True
