model_name,feature_set,split,rows,positives,negatives,positive_rate,auprc,auprc_inverted,auroc,auroc_inverted,mean_score_positive,mean_score_negative,median_score_positive,median_score_negative
sequence_cnn_balanced_train_weights,S1,test,1702,1533,169,0.900705052878966,0.8739013871563701,0.9446343922676239,0.3282151638316022,0.6717848361683978,0.3551656933281442,0.4324049117297111,0.28206881880760193,0.4142398536205292
sequence_cnn_balanced_train_weights,S1,val,1734,1511,223,0.8713956170703575,0.897142070670201,0.8357963206513958,0.573272830335388,0.42672716966461194,0.3454811890997254,0.30104893765040575,0.3174102306365967,0.2893165647983551
