model_name,feature_set,feature,family,weight,gain,cover,total_gain,total_cover
xgboost_balanced_train_weights,F3,mismatch_pos_20,mismatch_position,1.0,5.216746807098389,12.58347225189209,5.216746807098389,12.58347225189209
xgboost_balanced_train_weights,F3,mismatch_pos_21,mismatch_position,11.0,5.872082233428955,318.0034484863281,64.59290313720703,3498.0380859375
xgboost_balanced_train_weights,F3,mismatch_pos_22,mismatch_position,3.0,10.748784065246582,162.55712890625,32.24635314941406,487.67138671875
xgboost_balanced_train_weights,F3,energy_1,binding_energy,54.0,27.04762077331543,544.2862548828125,1460.571533203125,29391.45703125
xgboost_balanced_train_weights,F3,energy_2,binding_energy,60.0,13.039706230163574,369.4015808105469,782.3823852539062,22164.095703125
xgboost_balanced_train_weights,F3,energy_3,binding_energy,45.0,12.481476783752441,282.0317077636719,561.6664428710938,12691.4267578125
xgboost_balanced_train_weights,F3,energy_4,binding_energy,19.0,10.314934730529785,320.1859436035156,195.9837646484375,6083.53271484375
xgboost_balanced_train_weights,F3,energy_5,binding_energy,33.0,17.693096160888672,449.5061340332031,583.8721923828125,14833.7021484375
xgboost_balanced_train_weights,F3,epigen_ctcf,experimental_epigenetic,11.0,12.686779022216797,507.73162841796875,139.5545654296875,5585.0478515625
xgboost_balanced_train_weights,F3,epigen_dnase,experimental_epigenetic,12.0,12.135993003845215,600.8358154296875,145.6319122314453,7210.02978515625
xgboost_balanced_train_weights,F3,epigen_rrbs,experimental_epigenetic,0.0,0.0,0.0,0.0,0.0
xgboost_balanced_train_weights,F3,epigen_h3k4me3,experimental_epigenetic,75.0,54.83414840698242,532.8190307617188,4112.56103515625,39961.42578125
xgboost_balanced_train_weights,F3,epigen_drip,experimental_epigenetic,71.0,33.74776840209961,296.968505859375,2396.091552734375,21084.763671875
xgboost_balanced_train_weights,F3,MNase,experimental_epigenetic,159.0,138.360595703125,456.4167785644531,21999.333984375,72570.265625
xgboost_unweighted,F4,guide_length,sequence_summary,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,target_length,sequence_summary,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,length_delta,sequence_summary,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,guide_gc_fraction,sequence_summary,66.0,171.96408081054688,508.4658508300781,11349.62890625,33558.74609375
xgboost_unweighted,F4,target_gc_fraction,sequence_summary,1.0,18.161746978759766,370.6965026855469,18.161746978759766,370.6965026855469
xgboost_unweighted,F4,target_pam_gc_fraction,sequence_summary,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,target_protospacer_gc_fraction,sequence_summary,4.0,25.842151641845703,263.89117431640625,103.36860656738281,1055.564697265625
xgboost_unweighted,F4,aligned_length,sequence_summary,0.0,0.0,0.0,0.0,0.0
xgboost_unweighted,F4,mismatch_count,sequence_summary,38.0,12.85644817352295,148.6018524169922,488.5450439453125,5646.87060546875
xgboost_unweighted,F4,mismatch_rate,sequence_summary,6.0,13.528746604919434,183.2756805419922,81.17247772216797,1099.654052734375
