model_name,feature_set,split,threshold,rows,positive_rate,f1,mcc,tn,fp,fn,tp
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,0.5,1702,0.900705052878966,0.940405616224649,0.015246023275941854,4,165,26,1507
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,0.5,1734,0.8713956170703575,0.927346429685064,0.10723157169526952,14,209,24,1487
