model_name,feature_set,split,threshold,rows,positive_rate,f1,mcc,tn,fp,fn,tp
xgboost_unweighted,F1,test,0.5,1702,0.900705052878966,0.7975679542203148,-0.10144641024443546,21,148,418,1115
xgboost_unweighted,F1,val,0.5,1734,0.8713956170703575,0.9076031367200819,0.4120374880642021,132,91,180,1331
xgboost_unweighted,F2,test,0.5,1702,0.900705052878966,0.9477588871715611,0.0,0,169,0,1533
xgboost_unweighted,F2,val,0.5,1734,0.8713956170703575,0.9312788906009245,0.0,0,223,0,1511
xgboost_unweighted,F3,test,0.5,1702,0.900705052878966,0.9508196721311475,0.33033359835518245,38,131,25,1508
xgboost_unweighted,F3,val,0.5,1734,0.8713956170703575,0.9365079365079365,0.6388811630508298,193,30,154,1357
xgboost_unweighted,F4,test,0.5,1702,0.900705052878966,0.9477588871715611,0.0,0,169,0,1533
xgboost_unweighted,F4,val,0.5,1734,0.8713956170703575,0.9312788906009245,0.0,0,223,0,1511
