model_name,feature_set,split,rows,positives,negatives,positive_rate,auprc,auprc_inverted,auroc,auroc_inverted,mean_score_positive,mean_score_negative,median_score_positive,median_score_negative
sequence_cnn_plus_F3_late_fusion_unweighted,S1+F3,test,1702,1533,169,0.900705052878966,0.911629903626999,0.9145283504476945,0.483871590299409,0.5161284097005909,0.8157014696526512,0.8252901519544026,0.8242359161376953,0.8324844837188721
sequence_cnn_plus_F3_late_fusion_unweighted,S1+F3,val,1734,1511,223,0.8713956170703575,0.9436958321199789,0.7981514352435234,0.7179606651372743,0.28203933486272564,0.8238113940274928,0.7453212426649616,0.8403847813606262,0.75602126121521
