model_name,feature_set,split,genome,rows,positives,negatives,positive_rate,auprc,auroc,mean_score_positive,mean_score_negative,mean_score
sequence_cnn_balanced_train_weights,S1,test,hg19,1446,1431,15,0.9896265560165975,0.9794385599051727,0.15192173305380852,0.3516463448197837,0.7649669746557871,0.35593390322057206
sequence_cnn_balanced_train_weights,S1,test,hg38,176,96,80,0.5454545454545454,0.5662080251320172,0.5252604166666667,0.4049607867685457,0.3968005867674947,0.40125160494988615
sequence_cnn_balanced_train_weights,S1,test,mm10,80,6,74,0.075,0.09383513913874444,0.518018018018018,0.3978088175257047,0.40348484487952413,0.40305914282798766
sequence_cnn_balanced_train_weights,S1,val,hg19,1368,1353,15,0.9890350877192983,0.9950571073400242,0.7178122690317812,0.3526681863839813,0.23116511677702267,0.351335915883905
sequence_cnn_balanced_train_weights,S1,val,hg38,333,155,178,0.46546546546546547,0.4624931159040042,0.4761145342515404,0.2786141207141261,0.2874114963780628,0.28331662181977396
sequence_cnn_balanced_train_weights,S1,val,mm10,22,1,21,0.045454545454545456,0.3333333333333333,0.9047619047619048,0.5169373750686646,0.34838870025816415,0.3560500036586415
sequence_cnn_balanced_train_weights,S1,val,rn5,11,2,9,0.18181818181818182,0.26666666666666666,0.4444444444444445,0.5799472332000732,0.576780809296502,0.577356522733515
