model_name,feature_set,split,threshold,rows,positive_rate,f1,mcc,tn,fp,fn,tp
sequence_cnn_plus_F3_late_fusion_unweighted,S1+F3,test,0.5,1702,0.900705052878966,0.9434782608695652,-0.010287915792366924,1,168,14,1519
sequence_cnn_plus_F3_late_fusion_unweighted,S1+F3,val,0.5,1734,0.8713956170703575,0.9302038295243977,0.02987932901778724,2,221,5,1506
