model_name,feature_set,split,score_decile,rows,positives,negatives,positive_rate,mean_score,min_score,max_score
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,1,170,165,5,0.9705882352941176,0.9921291607267716,0.9814836382865906,0.9994460940361023
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,2,170,154,16,0.9058823529411765,0.9560772478580475,0.9334733486175537,0.9812131524085999
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,3,170,158,12,0.9294117647058824,0.9170527784263387,0.9017304182052612,0.9332240223884583
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,4,170,156,14,0.9176470588235294,0.8863267467302435,0.8734313249588013,0.9015774130821228
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,5,171,158,13,0.9239766081871345,0.8548449023425231,0.838758647441864,0.8733808398246765
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,6,170,143,27,0.8411764705882353,0.8197083532810211,0.8008127212524414,0.838151752948761
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,7,170,150,20,0.8823529411764706,0.7794049021075754,0.7588537335395813,0.8007217645645142
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,8,170,147,23,0.8647058823529412,0.7352420025012072,0.7079274654388428,0.7584450244903564
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,9,170,156,14,0.9176470588235294,0.6777526329545414,0.640566885471344,0.7078868746757507
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,test,10,171,146,25,0.8538011695906432,0.5634708669450548,0.34718719124794006,0.6385641694068909
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,1,173,170,3,0.9826589595375722,0.9771321102373862,0.9456604719161987,0.9997610449790955
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,2,173,164,9,0.9479768786127167,0.9273831076015627,0.9108949899673462,0.9455904364585876
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,3,174,167,7,0.9597701149425287,0.8982726438292141,0.886510968208313,0.910845935344696
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,4,173,164,9,0.9479768786127167,0.8742671860435794,0.8615344166755676,0.8865097165107727
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,5,174,163,11,0.9367816091954023,0.8475254308218243,0.8331099152565002,0.861366868019104
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,6,173,149,24,0.861271676300578,0.8148485890702705,0.7982528805732727,0.8328993320465088
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,7,173,139,34,0.8034682080924855,0.7785472370296544,0.7590022683143616,0.7978243231773376
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,8,174,144,30,0.8275862068965517,0.7340982809834097,0.70760178565979,0.7584450244903564
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,9,173,132,41,0.7630057803468208,0.6735210859706636,0.6302217245101929,0.7071607112884521
sequence_cnn_plus_F4_late_fusion_unweighted,S1+F4,val,10,174,119,55,0.6839080459770115,0.5533820690437296,0.33970364928245544,0.6298652291297913
