model_name,feature_set,split,rows,positives,negatives,positive_rate,auprc,auprc_inverted,auroc,auroc_inverted,mean_score_positive,mean_score_negative,median_score_positive,median_score_negative
sequence_bilstm_balanced_train_weights,S1,test,1702,1533,169,0.900705052878966,0.888934057610822,0.9448585726979308,0.37469169397515023,0.6253083060248498,0.39113014343997193,0.45937267801112674,0.3300362825393677,0.42851242423057556
sequence_bilstm_balanced_train_weights,S1,val,1734,1511,223,0.8713956170703575,0.9214176354721999,0.8623410362406193,0.6225586357741287,0.3774413642258712,0.35704183970004183,0.2746897021751233,0.35476887226104736,0.24299457669258118
