run_id,run_order,predeclared_run_id,role,controlled_variable,sprint,label_scheme,split_id,seed,training_regime,model_name,architecture,feature_set,graph_schema,visibility_policy,target_node_representation,loss,checkpoint_policy,checkpoint_selection_split,threshold_policy,threshold_selection_split,threshold,best_epoch,epochs_ran,best_val_auprc,edge_feature_sets,edge_feature_columns,edge_aware_attention,attention_heads,attention_concat,attention_dropout,self_loop_edge_fill,gatv2_share_weights,drop_context_similarity_edges,edge_blind_candidate_attention,mask_target_observation_features,target_observation_mask_families,target_context_encoder_type,family_gate,experimental_branch_bottleneck,experimental_branch_feature_dropout,context_edge_interaction,interaction_edge_dim,sequence_context_mode,sequence_embed_dim,parameter_count,active_parameter_count,baseline_reference,baseline_test_auprc,baseline_test_auroc,baseline_test_mcc,graph_artifact_manifest_schema,graph_artifact_split_id,weighted_bce_pos_weight,use_compile,use_amp,target_semantics,notes,val_rows,val_positive_rate,val_auprc,val_auroc,val_f1,val_macro_f1,val_mcc,val_specificity,val_sensitivity,val_tn,val_fp,val_fn,val_tp,val_precision_at_100,val_precision_at_500,val_precision_at_top_1pct,val_recall_at_fpr_1pct,val_recall_at_fpr_5pct,val_recall_at_fpr_10pct,test_rows,test_positive_rate,test_auprc,test_auroc,test_f1,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp,test_precision_at_100,test_precision_at_500,test_precision_at_top_1pct,test_recall_at_fpr_1pct,test_recall_at_fpr_5pct,test_recall_at_fpr_10pct
sprint9_multiseed_S7F_R2_seed42_S7F_R2_family_aware_context_encoder,1,S7F_R2_family_aware_context_encoder,graph_c_gatv2_family_aware_target_context_encoder,target_context_encoder_type,sprint7f,scheme_a,sprint2_main_seed42,42,measured_only,gatv2_graph_c_sprint7f_family_aware_context_encoder,gatv2,S5F2_energy,graph_c_context_observation,strict_inductive_primary,target_observation_context_encoder,weighted_bce,validation_auprc,validation,validation_max_f1,validation,0.05203507840633392,70,85,0.9838728845636375,s5f2_energy,268,True,4,True,0.2,0.0,False,True,False,False,,family_aware,False,,0.0,none,,none,,275601,275601,xgboost_unweighted / F4,0.992522,0.938416,0.345198,graph_c_context_observation,sprint2_main_seed42,0.12674075365066528,True,True,observation_level_context_target,"graph_c_context_observation GATv2Conv path with dynamic attention; candidate edge features enter attention via edge_attr/edge_dim when edge_aware_attention=True; self-loop edge features are zero-filled; no test-driven selection; Sprint 7D ablation: context_similar_to edges dropped, target_context_encoder=family_aware",1734,0.8713956170703575,0.9838728845636375,0.9247432134451986,0.9423622047244095,0.6588944129424095,0.4026009549000838,0.24663677130044842,0.9900727994705493,55,168,15,1496,0.99,0.986,1.0,0.07743216412971542,0.8921244209133025,0.899404367968233,1702,0.900705052878966,0.969181215807464,0.8147153162959274,0.9652996845425867,0.7476071072285584,0.569397500547508,0.3668639053254438,0.9980430528375733,62,107,3,1530,0.97,0.984,1.0,0.037834311806914545,0.5877364644487932,0.6412263535551207
