run_id,predeclared_run_id,graph_schema,architecture,score_decile,rows,positives,positive_rate,mean_score,min_score,max_score
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,1,171,168,0.9824561403508771,0.9839852183882953,0.9609270691871643,0.999154806137085
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,2,170,169,0.9941176470588236,0.9300983600756701,0.9032096266746521,0.9601581692695618
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,3,170,169,0.9941176470588236,0.8682243294575636,0.8237076997756958,0.903131902217865
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,4,170,169,0.9941176470588236,0.785302962625728,0.7447924613952637,0.823425829410553
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,5,170,169,0.9941176470588236,0.6881602399489459,0.6262295842170715,0.7445476055145264
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,6,170,162,0.9529411764705882,0.5069833548629985,0.3423224091529846,0.6260284185409546
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,7,170,152,0.8941176470588236,0.2980652756550733,0.2775910794734955,0.34096845984458923
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,8,170,165,0.9705882352941176,0.26585985755219177,0.25297799706459045,0.27757981419563293
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,9,170,116,0.6823529411764706,0.21804990523001727,0.17454124987125397,0.2527608871459961
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,graph_c_context_observation,gatv2,10,171,94,0.5497076023391813,0.1117686676787354,0.03606906905770302,0.17448151111602783
