run_id,predeclared_run_id,sequence_context_mode,test_positive_rate,test_f1,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,late_fusion,0.900705052878966,0.965255843335439,0.7515354846929296,0.5692898669745554,0.378698224852071,0.9967384213959556,64,105,5,1528
