run_id,predeclared_run_id,role,model_name,graph_schema,epoch,train_loss,val_loss,val_auprc,lr,selection_split
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,1,0.1566738337278366,0.17198562622070312,0.894787833115736,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,2,0.1340460479259491,0.17494674026966095,0.8980319360021605,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,3,0.11344223469495773,0.18022428452968597,0.8957542186779603,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,4,0.09934718906879425,0.18054354190826416,0.8933829557773421,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,5,0.09284941107034683,0.19736754894256592,0.8903026691515914,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,6,0.0840565413236618,0.20558731257915497,0.8887184222396838,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,7,0.07616438716650009,0.19932152330875397,0.891860401512817,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,8,0.07364161312580109,0.19478243589401245,0.8982691996292844,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,9,0.0710216537117958,0.20003673434257507,0.8997331566160569,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,10,0.06841293722391129,0.21093422174453735,0.9023680193821744,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,11,0.06880754977464676,0.22046925127506256,0.9145318918495171,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,12,0.06590775400400162,0.206322580575943,0.9320852671973007,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,13,0.06541335582733154,0.18734152615070343,0.9461057765758597,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,14,0.0631316527724266,0.16893437504768372,0.9551118784350854,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,15,0.05919124186038971,0.1523081213235855,0.9601516541782439,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,16,0.061496686190366745,0.16764459013938904,0.9590757713938391,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,17,0.059773173183202744,0.17620137333869934,0.9597012060521896,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,18,0.060146573930978775,0.16639123857021332,0.9604468358529221,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,19,0.05850793048739433,0.16528721153736115,0.9590305772744017,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,20,0.05743006244301796,0.1584581434726715,0.9579954013470097,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,21,0.05686357617378235,0.15264177322387695,0.957717874621589,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,22,0.056001052260398865,0.1559610664844513,0.9601310199817222,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,23,0.0545240119099617,0.1639012098312378,0.9642762823010275,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,24,0.052777618169784546,0.16741812229156494,0.9678723220117693,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,25,0.05304775387048721,0.1532876044511795,0.9710542032253875,0.001,validation
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R4_regularized_exp_branch,S8A_R4_regularized_exp_branch,graph_c_gatv2_regularized_experimental_branch,gatv2_graph_c_sprint8a_regularized_exp_branch,graph_c_context_observation,26,0.05321943014860153,0.13608808815479279,0.9734578339593637,0.001,validation
