run_id,predeclared_run_id,run_order,sprint,label_scheme,split_id,seed,training_regime,model_name,architecture,feature_set,graph_schema,visibility_policy,target_node_representation,loss,checkpoint_policy,checkpoint_selection_split,threshold_policy,threshold_selection_split,threshold,best_epoch,epochs_ran,best_val_auprc,edge_feature_sets,edge_feature_columns,edge_aware_attention,attention_heads,attention_concat,attention_dropout,self_loop_edge_fill,gatv2_share_weights,drop_context_similarity_edges,edge_blind_candidate_attention,mask_target_observation_features,target_observation_mask_families,target_context_encoder_type,family_gate,experimental_branch_bottleneck,experimental_branch_feature_dropout,context_edge_interaction,interaction_edge_dim,sequence_context_mode,sequence_embed_dim,parameter_count,active_parameter_count,baseline_reference,baseline_test_auprc,baseline_test_auroc,baseline_test_mcc,graph_artifact_manifest_schema,graph_artifact_split_id,weighted_bce_pos_weight,use_compile,use_amp,target_semantics,notes,val_rows,val_positive_rate,val_auprc,val_auroc,val_f1,val_macro_f1,val_mcc,val_specificity,val_sensitivity,val_tn,val_fp,val_fn,val_tp,val_precision_at_100,val_precision_at_500,val_precision_at_top_1pct,val_recall_at_fpr_1pct,val_recall_at_fpr_5pct,val_recall_at_fpr_10pct,test_rows,test_positive_rate,test_auprc,test_auroc,test_f1,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp,test_precision_at_100,test_precision_at_500,test_precision_at_top_1pct,test_recall_at_fpr_1pct,test_recall_at_fpr_5pct,test_recall_at_fpr_10pct,sequence_conv_channels,sequence_conv_kernel,sequence_lstm_hidden,sequence_dropout,role,from_scratch,external_pretrained_weights
sprint9_multiseed_S8B_R2_seed7_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,1,sprint8b,scheme_a,sprint2_main_seed42,7,measured_only,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,S5F2_energy,graph_c_context_observation,strict_inductive_primary,target_observation_context_encoder,weighted_bce,validation_auprc,validation,validation_max_f1,validation,0.08964656293392181,45,60,0.9899671686345057,s5f2_energy,268,True,4,True,0.2,0.0,False,True,False,False,,family_aware_experimental_emphasis,False,,0.0,film,64,late_fusion,64,412202,312105,xgboost_unweighted / F4,0.992522,0.938416,0.345198,graph_c_context_observation,sprint2_main_seed42,0.12674075365066528,True,True,observation_level_context_target,"graph_c_context_observation GATv2Conv path with dynamic attention; candidate edge features enter attention via edge_attr/edge_dim when edge_aware_attention=True; self-loop edge features are zero-filled; no test-driven selection; Sprint 7D ablation: context_similar_to edges dropped, target_context_encoder=family_aware_experimental_emphasis, Sprint 8B late_fusion S1 seq_embed appended at classifier input; context path additive/frozen",1734,0.8713956170703575,0.9899671686345057,0.9369348247381682,0.9398373983739837,0.7345497424439893,0.47584091139119306,0.4663677130044843,0.9563203176704169,104,119,66,1445,1.0,0.998,1.0,0.5545996029119789,0.8888153540701522,0.8947716743878227,1702,0.900705052878966,0.9814871564448661,0.8809157123171876,0.965255843335439,0.7515354846929296,0.5692898669745554,0.378698224852071,0.9967384213959556,64,105,5,1528,1.0,0.99,1.0,0.08610567514677103,0.5975212002609263,0.6588388780169602,32,3,32,0.2,late_fusion_s1_sequence_context_plus_s8a_r2_film,True,False
