run_id,predeclared_run_id,split,graph_schema,target_context_encoder_type,family_gate,experimental_branch_bottleneck,experimental_branch_feature_dropout,context_edge_interaction,interaction_edge_dim,target_observation_feature_dim,target_sequence_columns,experimental_epigenetic_columns,computed_nucleosome_aggregate_columns,computed_nucleosome_missingness_columns,target_observation_abs_sum,drop_context_similarity_edges,context_edges_available,context_edges_used,attention_edges,attention_edge_attr_dim,candidate_attention_attr_abs_sum,context_attention_attr_abs_sum,classifier_candidate_edge_attr_dim,classifier_candidate_edge_attr_abs_sum,encoder_summary_rows
sprint8a_target_context_interaction_seed42_20260611_000411_S8A_R3_gated_plus_film,S8A_R3_gated_plus_film,train,graph_c_context_observation,family_aware_experimental_emphasis,True,,0.0,film,64,212,115,6,78,13,691687.25,True,59450,0,16020,268,3089287.5,0.0,268,1544643.75,4
sprint8a_target_context_interaction_seed42_20260611_000411_S8A_R3_gated_plus_film,S8A_R3_gated_plus_film,val,graph_c_context_observation,family_aware_experimental_emphasis,True,,0.0,film,64,212,115,6,78,13,839189.3125,True,75822,0,19488,268,3754709.0,0.0,268,1877354.5,4
sprint8a_target_context_interaction_seed42_20260611_000411_S8A_R3_gated_plus_film,S8A_R3_gated_plus_film,test,graph_c_context_observation,family_aware_experimental_emphasis,True,,0.0,film,64,212,115,6,78,13,837671.375,True,75382,0,19424,268,3711804.5,0.0,268,1855902.25,4
