model_name,graph_schema,feature_set,split,rows,positives,negatives,positive_rate,auprc,auprc_inverted,auroc,auroc_inverted
gcn_graph_c_sprint5b_energy,graph_c_context_observation,GraphCContext+S5F2_energy,test,1702,1533,169,0.900705052878966,0.9724807715237014,0.78687587289206,0.8362185759446032,0.16378142405539667
gcn_graph_c_sprint5b_energy,graph_c_context_observation,GraphCContext+S5F2_energy,val,1734,1511,223,0.8713956170703575,0.9804761806288674,0.7345975481891582,0.8868714627856111,0.11312853721438897
