run_id,predeclared_run_id,architecture,model_name,graph_schema,epoch,train_loss,val_loss,val_auprc,lr,selection_split
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,21,0.06190289184451103,0.13576368987560272,0.9841371621525781,0.0005,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,22,0.061511166393756866,0.1356380730867386,0.9837555476800676,0.0005,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,23,0.05980861186981201,0.1378992348909378,0.9832504898206276,0.0005,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,24,0.06011338531970978,0.14303359389305115,0.9826807053198228,0.00025,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,25,0.05805228278040886,0.14433352649211884,0.982196879512814,0.00025,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,26,0.058940496295690536,0.1443980485200882,0.9819531172942285,0.00025,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,27,0.05811786279082298,0.14274784922599792,0.9814028114540915,0.00025,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,28,0.0585070438683033,0.1405084878206253,0.9808533523874121,0.00025,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,29,0.0576631985604763,0.1378779262304306,0.9803971526257741,0.00025,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,30,0.057243719696998596,0.13619297742843628,0.9801958586001069,0.000125,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,31,0.05665632337331772,0.1351262331008911,0.9801017791873279,0.000125,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,32,0.05941876396536827,0.13402330875396729,0.9803793154233387,0.000125,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,33,0.059717047959566116,0.13315105438232422,0.9807506064745417,0.000125,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,34,0.05875309184193611,0.1314917355775833,0.9810148339654259,0.000125,validation
sprint7_gat_gatv2_seed42_20260607_153444_S7R2_gatv2_edge_aware,S7R2_gatv2_edge_aware,gatv2,gatv2_graph_a_sprint7_edge_aware,graph_a_minimal_physical_target,35,0.058018796145915985,0.13029709458351135,0.9813219254553266,0.000125,validation
