run_id,predeclared_run_id,graph_schema,architecture,score_decile,rows,positives,positive_rate,mean_score,min_score,max_score
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,1,171,166,0.9707602339181286,0.9893044013726083,0.9468280673027039,0.999115526676178
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,2,170,168,0.9882352941176471,0.8584594502168543,0.7784093022346497,0.9448642730712891
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,3,170,166,0.9764705882352941,0.7098812727367176,0.6611244678497314,0.7776433825492859
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,4,170,166,0.9764705882352941,0.6220247223096735,0.5907965302467346,0.6605316996574402
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,5,170,170,1.0,0.5647413323907291,0.5416873693466187,0.5905757546424866
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,6,170,170,1.0,0.5144732936340219,0.48498964309692383,0.5411570072174072
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,7,170,170,1.0,0.4407447692225961,0.3718684911727905,0.4833565652370453
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,8,170,169,0.9941176470588236,0.3032600199475008,0.2407005876302719,0.37177574634552
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,9,170,101,0.5941176470588235,0.14694790038115838,0.08742335438728333,0.24032969772815704
sprint9_multiseed_S7F_R2_seed13_S7F_R2_family_aware_context_encoder,S7F_R2_family_aware_context_encoder,graph_c_context_observation,gatv2,10,171,87,0.5087719298245614,0.06750388517540101,0.036321524530649185,0.08725932985544205
