run_id,predeclared_run_id,split,graph_schema,sequence_context_mode,representation,positions,channels,guide_onehot_columns,target_onehot_columns,mismatch_channel,candidate_edges,s1_shape,s1_abs_sum,policy,source,external_pretrained_weights,no_reproduction_claim
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,train,graph_c_context_observation,late_fusion,S1_sequence_pair_from_graph_c_onehot,23,11,115,115,1,8010,8010x23x11,419163.0,guide one-hot + target one-hot + aligned mismatch; sequence-only (no energy/epigenetic/context),reconstructed from frozen Graph C node one-hot features (no raw-data join),False,True
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,val,graph_c_context_observation,late_fusion,S1_sequence_pair_from_graph_c_onehot,23,11,115,115,1,9744,9744x23x11,511281.0,guide one-hot + target one-hot + aligned mismatch; sequence-only (no energy/epigenetic/context),reconstructed from frozen Graph C node one-hot features (no raw-data join),False,True
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,test,graph_c_context_observation,late_fusion,S1_sequence_pair_from_graph_c_onehot,23,11,115,115,1,9712,9712x23x11,506983.0,guide one-hot + target one-hot + aligned mismatch; sequence-only (no energy/epigenetic/context),reconstructed from frozen Graph C node one-hot features (no raw-data join),False,True
