run_id,predeclared_run_id,model_name,architecture,split,layer,head,edge_kind,edge_count,attention_mean,attention_std,attention_min,attention_max
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,0,candidate_forward,9712,0.5155637264251709,0.33860284090042114,1.904839109556633e-06,0.9999357461929321
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,0,candidate_reverse,9712,0.012694659642875195,0.07874622941017151,1.58333568478497e-10,0.9973779916763306
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,0,self_loop,9839,0.47856032848358154,0.34051117300987244,1.4994448065408505e-05,0.9999980926513672
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,1,candidate_forward,9712,0.6801027059555054,0.12577760219573975,0.23405592143535614,0.9868462681770325
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,1,candidate_reverse,9712,0.012662092223763466,0.047673098742961884,0.0001114474653149955,0.909514307975769
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,1,self_loop,9839,0.3161773085594177,0.12922465801239014,0.00022091095161158592,0.7659440636634827
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,2,candidate_forward,9712,0.9480255842208862,0.1542906016111374,0.0029282993637025356,1.0
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,2,candidate_reverse,9712,0.013038395904004574,0.09480287879705429,1.8607532181746933e-10,0.9999998807907104
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,2,self_loop,9839,0.0513412281870842,0.1534353345632553,2.1877335498743378e-09,0.9970717430114746
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,3,candidate_forward,9712,0.6351613998413086,0.22309353947639465,0.008888368494808674,0.9974024891853333
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,3,candidate_reverse,9712,0.012728729285299778,0.05501782149076462,1.7519590983283706e-05,0.98009192943573
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,0,3,self_loop,9839,0.36047273874282837,0.224953755736351,6.64186300127767e-05,0.9911115765571594
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,0,candidate_forward,9712,0.8231163620948792,0.21586251258850098,0.006118621677160263,0.999619722366333
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,0,candidate_reverse,9712,0.011628551408648491,0.04623839631676674,1.7872248747607955e-07,0.9814335703849792
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,0,self_loop,9839,0.17602987587451935,0.2160416841506958,1.969916957023088e-05,0.993881344795227
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,1,candidate_forward,9712,0.5235219597816467,0.31712067127227783,0.0001959321671165526,0.9992814660072327
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,1,candidate_reverse,9712,0.01063570287078619,0.044984158128499985,2.509195518030083e-08,0.9863229990005493
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,1,self_loop,9839,0.4727371335029602,0.31842073798179626,7.587228992633754e-06,0.9998040795326233
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,2,candidate_forward,9712,0.779412031173706,0.34469425678253174,2.89181400603411e-07,0.9999986886978149
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,2,candidate_reverse,9712,0.012961940839886665,0.08217435330152512,9.877205390390609e-13,0.9999806880950928
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,2,self_loop,9839,0.2178538292646408,0.34343263506889343,7.743224728073983e-08,0.9999997615814209
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,3,candidate_forward,9712,0.6468597650527954,0.28559327125549316,0.0033338142093271017,1.0
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,3,candidate_reverse,9712,0.010637461207807064,0.057981010526418686,4.789190155563006e-10,0.99996018409729
sprint9_multiseed_S8B_R2_seed13_S8B_R2_sequence_plus_context,S8B_R2_sequence_plus_context,gatv2_graph_c_sprint8b_sequence_plus_context,gatv2,test,1,3,self_loop,9839,0.3509896397590637,0.2862820327281952,5.098410582604629e-08,0.9966661334037781
