run_id,predeclared_run_id,model_name,architecture,graph_schema,split,context_edge_interaction,interaction_edge_dim,candidate_edges,edge_embed_l2_mean,interaction_vector_l2_mean,classifier_candidate_edge_attr_abs_sum,film_gamma_mean,film_gamma_std,film_beta_mean,film_beta_std
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R2_context_edge_film,S8A_R2_context_edge_film,gatv2_graph_c_sprint8a_context_edge_film,gatv2,graph_c_context_observation,test,film,64,9712,13.370686531066895,10.968972206115723,1855902.375,-0.016607079654932022,0.6751822829246521,0.04304267093539238,0.5876746773719788
sprint8a_target_context_interaction_seed42_20260611_011416_S8A_R3_gated_plus_film,S8A_R3_gated_plus_film,gatv2_graph_c_sprint8a_gated_plus_film,gatv2,graph_c_context_observation,test,film,64,9712,16.43787956237793,13.11323070526123,1855902.375,-0.013880865648388863,0.6312658190727234,-0.034956466406583786,0.5653079152107239
