run_id,sprint,label_scheme,split_id,seed,training_regime,model_name,feature_set,graph_schema,visibility_policy,target_node_representation,loss,checkpoint_policy,checkpoint_selection_split,threshold_policy,threshold_selection_split,threshold,best_epoch,epochs_ran,best_val_auprc,edge_feature_sets,edge_feature_columns,baseline_reference,baseline_test_auprc,baseline_test_auroc,baseline_test_mcc,graph_artifact_manifest_schema,graph_artifact_split_id,weighted_bce_pos_weight,use_compile,use_amp,target_semantics,notes,val_rows,val_positive_rate,val_auprc,val_auroc,val_f1,val_macro_f1,val_mcc,val_specificity,val_sensitivity,val_tn,val_fp,val_fn,val_tp,val_precision_at_100,val_precision_at_500,val_precision_at_top_1pct,val_recall_at_fpr_1pct,val_recall_at_fpr_5pct,val_recall_at_fpr_10pct,test_rows,test_positive_rate,test_auprc,test_auroc,test_f1,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp,test_precision_at_100,test_precision_at_500,test_precision_at_top_1pct,test_recall_at_fpr_1pct,test_recall_at_fpr_5pct,test_recall_at_fpr_10pct
sprint5_graph_a_feature_ablation_seed42_20260603_104923_s5f3_experimental_epi,sprint5,scheme_a,sprint2_main_seed42,42,measured_only,gcn_graph_a_sprint5,S5F3_experimental_epi,graph_a_minimal_physical_target,strict_inductive_primary,zero_type_feature,weighted_bce,validation_auprc,validation,validation_max_f1,validation,0.13949666917324066,10,25,0.9673161503001502,s5f3_experimental_epi,274,xgboost_unweighted / F4,0.992522,0.938416,0.345198,graph_a_minimal_physical_target,sprint2_main_seed42,0.12674075365066528,True,True,minimal_physical_target,Graph A minimal GCN path; no test-driven selection; no Graph C/B run,1734,0.8713956170703575,0.9673161503001502,0.8252337863144117,0.935785536159601,0.5717389219259543,0.265148644321213,0.1210762331838565,0.9933818663136995,27,196,10,1501,0.98,0.988,1.0,0.07875579086697551,0.5823957643944407,0.6763732627399074,1702,0.900705052878966,0.967213963667432,0.761677030380929,0.9520826808643909,0.6134820987260343,0.31443897634608453,0.17159763313609466,0.9915198956294846,29,140,13,1520,1.0,0.986,1.0,0.2009132420091324,0.4344422700587084,0.5055446836268754
