run_id,predeclared_run_id,graph_schema,architecture,target_context_encoder_type,test_auprc,test_auroc,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp
sprint9_multiseed_S7F_R3_seed13_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,graph_c_context_observation,gatv2,family_aware_experimental_emphasis,0.9723990802704658,0.8936069199504395,0.7083098565096537,0.4348214316061331,0.3727810650887574,0.9739073711676451,63,106,40,1493
