run_id,predeclared_run_id,split,graph_schema,target_context_encoder_type,target_observation_feature_dim,target_sequence_columns,experimental_epigenetic_columns,computed_nucleosome_aggregate_columns,computed_nucleosome_missingness_columns,target_observation_abs_sum,drop_context_similarity_edges,context_edges_available,context_edges_used,attention_edges,attention_edge_attr_dim,candidate_attention_attr_abs_sum,context_attention_attr_abs_sum,classifier_candidate_edge_attr_dim,classifier_candidate_edge_attr_abs_sum,encoder_summary_rows,encoder_summary_families
sprint9_multiseed_S7F_R3_seed13_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,train,graph_c_context_observation,family_aware_experimental_emphasis,212,115,6,78,13,691687.25,True,59450.0,0,16020.0,268.0,3089287.5,0.0,268.0,1544643.75,,
sprint9_multiseed_S7F_R3_seed13_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,val,graph_c_context_observation,family_aware_experimental_emphasis,212,115,6,78,13,839189.3125,True,75822.0,0,19488.0,268.0,3754709.0,0.0,268.0,1877354.5,,
sprint9_multiseed_S7F_R3_seed13_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,test,graph_c_context_observation,family_aware_experimental_emphasis,212,115,6,78,13,837671.375,True,75382.0,0,19424.0,268.0,3711804.5,0.0,268.0,1855902.25,,
sprint9_multiseed_S7F_R3_seed13_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,test_encoder_summary,graph_c_context_observation,family_aware_experimental_emphasis,212,115,6,78,13,,True,,0,,,,,,,4.0,"target_sequence_one_hot,experimental_epigenetic,computed_nucleosome_aggregates,computed_nucleosome_missingness"
