run_id,predeclared_run_id,graph_schema,architecture,target_context_encoder_type,test_auprc,test_auroc,test_macro_f1,test_mcc,test_specificity,test_sensitivity,test_tn,test_fp,test_fn,test_tp
sprint9_multiseed_S7F_R3_seed123_S7F_R3_family_aware_experimental_emphasis,S7F_R3_family_aware_experimental_emphasis,graph_c_context_observation,gatv2,family_aware_experimental_emphasis,0.9631356797693973,0.7776606954689147,0.6426981603452191,0.30781944933705385,0.2603550295857988,0.9699934768427919,44,125,46,1487
