model_name,graph_schema,epoch,train_loss,val_loss,val_auprc,lr,selection_split
gcn_graph_a,graph_a_minimal_physical_target,1,0.17131757736206055,0.17941750586032867,0.8397802464854216,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,2,0.1438446193933487,0.18984918296337128,0.825191914670907,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,3,0.11205776035785675,0.21161215007305145,0.8250264654901481,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,4,0.09969109296798706,0.2066003829240799,0.850310056422376,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,5,0.08859781175851822,0.22491082549095154,0.8562990184223026,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,6,0.07942648977041245,0.21529988944530487,0.8602015749069454,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,7,0.07586260139942169,0.19373567402362823,0.8622305381109183,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,8,0.07120437920093536,0.18137171864509583,0.8849902238812004,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,9,0.07311000674962997,0.18172720074653625,0.9008439871364409,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,10,0.06697981059551239,0.18028871715068817,0.9110210865306309,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,11,0.0626971572637558,0.18478375673294067,0.9058977670614541,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,12,0.06421026587486267,0.1813194304704666,0.9035402415691524,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,13,0.06123791262507439,0.18239229917526245,0.8994245367423366,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,14,0.05929277837276459,0.18751665949821472,0.8892503654818416,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,15,0.05977625027298927,0.1874721199274063,0.8816009322918823,0.001,validation
gcn_graph_a,graph_a_minimal_physical_target,16,0.058473605662584305,0.1931404322385788,0.8748286680449269,0.0005,validation
gcn_graph_a,graph_a_minimal_physical_target,17,0.05698360875248909,0.19938038289546967,0.8735982305166453,0.0005,validation
gcn_graph_a,graph_a_minimal_physical_target,18,0.05782296508550644,0.20617476105690002,0.8722550848616587,0.0005,validation
gcn_graph_a,graph_a_minimal_physical_target,19,0.056312158703804016,0.2078562080860138,0.8712268076024238,0.0005,validation
gcn_graph_a,graph_a_minimal_physical_target,20,0.05645829439163208,0.20914776623249054,0.8700601948253734,0.0005,validation
gcn_graph_a,graph_a_minimal_physical_target,21,0.05623256042599678,0.2150428593158722,0.8687830635235851,0.0005,validation
gcn_graph_a,graph_a_minimal_physical_target,22,0.05526289343833923,0.22187234461307526,0.86766583443296,0.00025,validation
gcn_graph_a,graph_a_minimal_physical_target,23,0.056410279124975204,0.22245299816131592,0.8675019488072707,0.00025,validation
gcn_graph_a,graph_a_minimal_physical_target,24,0.05551878362894058,0.22217348217964172,0.8675353899269709,0.00025,validation
gcn_graph_a,graph_a_minimal_physical_target,25,0.05497359856963158,0.21862328052520752,0.8680808128055575,0.00025,validation
